txn_id,value_date,narration,debit,credit,balance,bank_ref,bank
TXN00000026,20/06/26,IMPS-300000000026-CALICUT PHARMACEUTICALS INDIA PRIVATE LIMITED-KKBK,,544240.72,27547351.99,4275930923,HDFC
TXN00000027,24-08-2026,RTGS/ICICR52023994906/Dhanbad Hospitalit,,536187.62,28083539.61,S36550845,ICICI
TXN00000028,09-08-2026,MMT/IMPS/300000000028/BHILAI SOFTW/UTIB,,1211079.93,29294619.54,S46173157,ICICI
TXN00000029,23-06-2026,UPI/300000000029/PBL/panipatbea@apl,,711758.73,30006378.27,S63747791,ICICI
TXN00000030,12-06-2026,UPI/300000000030/Payment from/jabalpurdi@okaxis/KKBK,,558436.84,30564815.11,S75056916,ICICI
TXN00000031,20/08/26,NEFT CR-HDFC0009812-ANANTAPUR GA-UTR8372755146,,472721.36,31037536.47,5916199809,HDFC
TXN00000032,16/08/26,ACH C-TRICHY COLD STORAG-4716265973,,882777.62,31920314.09,3995732958,HDFC
TXN00000033,23-07-2026,UPI/300000000033/CTI/cuttacktra@apl,,1426772.30,33347086.39,S54099326,ICICI
TXN00000034,11/07/26,IMPS-300000000034-UDAIPUR REFR-ICIC,,1035810.50,34382896.89,6329323383,HDFC
TXN00000035,30-07-2026,NEFT/ICICR52023994303/CUTTACK SOFTWARE SERVICES PRIVATE LIMITED,,1017725.39,35400622.28,S86762164,ICICI
TXN00000036,08/07/26,IMPS-4600630513-KOLHAPUR FOODS PVT LTD-AXIS,,1394886.26,36795508.54,1564409423,HDFC
TXN00000037,24-07-2026,UPI/9503787171/Payment from/godavaripa@ybl/AXIS,,879291.37,37674799.91,S71040347,ICICI
TXN00000038,26-08-2026,NEFT-ICICR52023994604-MEERUT FOODS PVT LTD,,674917.44,38349717.35,S28208520,ICICI
TXN00000039,18/07/26,NEFT-HDFC0002341-JABALPUR CONTAINERS-2540492440,,2009533.23,40359250.58,1091729577,HDFC
TXN00000040,17-06-2026,NEFT/ICICR52023081776/DEHRADUN FORGINGS LIMITED,,1528156.06,41887406.64,S41934639,ICICI
TXN00000041,23-06-2026,RTGS/ICICR52024560802/AMRAVATIPOLYMERSPRIVATELIMITED,,884248.10,42771654.74,S19863756,ICICI
TXN00000042,17-08-2026,BIL/ONL/300000000042/GGP,,397484.38,43169139.12,S38859907,ICICI
TXN00000043,30-06-2026,BIL/ONL/300000000043/JCL,,874113.05,44043252.17,S16904975,ICICI
TXN00000044,10-07-2026,RTGS/ICICR52023994129/KRISHNA PAPER MILLS PVT LTD,,755670.84,44798923.01,S55610493,ICICI
TXN00000045,24/06/26,RTGS-HDFC0000123-AMRAVATI ELECTRICALS-300000000045,,724373.82,45523296.83,7116096874,HDFC
TXN00000046,05/07/26,NEFT CR-HDFC0000123-HUBLI CONSTRUCTI-UTR300000000046,,1021757.16,46545053.99,2521136431,HDFC
TXN00000047,06-06-2026,UPI/300000000047/Payment from/solapurcas@okaxis/SBIN,,1277506.63,47822560.62,S20251466,ICICI
TXN00000048,05/08/26,UPI-KAKINADA CHEMICALS-KAKINADACH@IBL-3815389788-PAYMENT FROM KCI,,473572.53,48296133.15,2357806226,HDFC
TXN00000049,31-07-2026,NEFT-ICICR52023994719-BELGAUM GARMENTS PRIVATE LIMITED,,1052050.72,49348183.87,S70468188,ICICI
TXN00000050,14-07-2026,UPI/6958908766/Payment from/rajkothand@apl/UTIB,,387658.13,49735842.00,S22684373,ICICI
TXN00000051,03/07/26,NEFT CR-HDFC0002341-ERNAKULAM HOSPITALITY PVT LTD-UTR3260842187,,1239811.70,50975653.70,8585583166,HDFC
TXN00000052,18-06-2026,UPI/2879792991/CIA/cuttackinf@okaxis,,680992.12,51656645.82,S70254091,ICICI
TXN00000053,01-07-2026,MMT/IMPS/300000000053/kakinada engineering pvt ltd/AXIS,,585995.96,52242641.78,S79244185,ICICI
TXN00000054,11/06/26,UPI-ERNAKULAM INFRAPROJECTS AND COMPANY-ERNAKULAMI@IBL-300000000054,,856042.34,53098684.12,5271453859,HDFC
TXN00000055,04/06/26,UPI-CUTTACK GARMENTS PRIVATE LIMITED-CUTTACKGAR@OKAXIS-300000000055,,1107484.36,54206168.48,6319057164,HDFC
TXN00000056,15-06-2026,BIL/ONL/300000000056/BCP,,1417467.69,55623636.17,S42363373,ICICI
TXN00000057,14/08/26,NEFT-HDFC0004567-PANIPAT HANDICRAFTS LLP-300000000057,,401001.61,56024637.78,5474951950,HDFC
TXN00000058,21-07-2026,UPI/7431813987/JFA/jodhpurfab@ybl,,726397.89,56751035.67,S34220459,ICICI
TXN00000059,14-06-2026,BIL/ONL/300000000059/GFP,,515993.47,57267029.14,S26942307,ICICI
TXN00000060,22-08-2026,NEFT-ICICR52024117216-Dehradun Cables,,499237.23,57766266.37,S61940566,ICICI
TXN00000061,04/07/26,NEFT-HDFC0000123-DHANBAD FERTILISERS PRIVATE LIMITED-300000000061,,717618.85,58483885.22,1963110410,HDFC
TXN00000062,18/06/26,NEFT-HDFC0002341-RAIPUR INDUSTRIES IN-300000000062,,548138.49,59032023.71,2479679716,HDFC
TXN00000063,17-06-2026,MMT/IMPS/300000000063/PANIPAT ELECTRICALS LLP/UTIB,,572528.98,59604552.69,S77454225,ICICI
TXN00000064,14/08/26,UPI-KRISHNA ELECTRICALS LLP-KRISHNAELE@APL-300000000064-PAYMENT FROM KEL,,554745.81,60159298.50,9903351330,HDFC
TXN00000065,27-07-2026,NEFT/ICICR52023081426/CHANDRAPUR CABLES PRIVATE LIMITED,,388864.72,60548163.22,S43275109,ICICI
TXN00000066,07/06/26,IMPS-300000000066-BHAVNAGAR TRADERS INDIA PRIVATE LIMITED-HDFC,,756587.68,61304750.90,2033921654,HDFC
TXN00000067,07-06-2026,MMT/IMPS/300000000067/AURANGABAD GARME/KKBK,,905841.67,62210592.57,S22976369,ICICI
TXN00000068,14-07-2026,UPI/300000000068/HCL/haldiacast@ibl,,1109851.41,63320443.98,S50237208,ICICI
TXN00000069,03/06/26,RTGS-HDFC0002341-RAJKOT PHARMACEUTICALS INDIA PRIVATE LIMITED-1819412471,,1168831.82,64489275.80,4124168227,HDFC
TXN00000070,27-06-2026,NEFT-ICICR52023994889-JODHPUR INDUSTRIES INDIA PRIVATE LIMITED,,794363.63,65283639.43,S75632882,ICICI
TXN00000071,15-07-2026,RTGS/ICICR52023994240/Jalandhar Industries India Private Limited,,1045389.97,66329029.40,S42542167,ICICI
TXN00000072,07/08/26,UPI-MEERUT DISTRIBUTORS PRIVATE LIMITED-MEERUTDIST@PAYTM-5973319056,,168770.00,66497799.40,4301648719,HDFC
TXN00000073,05/06/26,UPI-KAKINADA FAB-KAKINADAFA@OKHDFCBANK-300000000073,,1043888.52,67541687.92,5778781449,HDFC
TXN00000074,29-07-2026,NEFT-ICICR52024117106-NARMADA FOODS PVT LTD,,632661.78,68174349.70,S45835371,ICICI
TXN00000075,14/08/26,IMPS-300000000075-GANDHINAGAR FORGINGS LIMITED-AXIS,,897450.25,69071799.95,9215400091,HDFC
TXN00000076,02/07/26,NEFT-HDFC0000123-PANIPAT AGRO EXPORTS PRIVATE LIMITED-300000000076,,660203.34,69732003.29,5533921266,HDFC
TXN00000077,24/07/26,NEFT CR-HDFC0000123-JODHPUR DISTRIBUTO-UTR300000000077,,783862.93,70515866.22,7100408092,HDFC
TXN00000078,19-07-2026,MMT/IMPS/300000000078/INDORE TRADERS INDIA PRIVATE LIMITED/UTIB,,1148435.55,71664301.77,S12099943,ICICI
TXN00000079,09-06-2026,UPI/300000000079/Payment from/coimbatore@ibl/UTIB,,485877.87,72150179.64,S53038943,ICICI
TXN00000080,19/06/26,UPI-GANDHINAGAR FORGINGS LIMITED-GANDHINAGA@IBL-7083067988-PAYMENT FROM GFL,,815187.56,72965367.20,6262814762,HDFC
TXN00000081,30-07-2026,MMT/IMPS/300000000081/RAJKOT DIAGNOSTICS LIMITED/AXIS,,883251.69,73848618.89,S19768947,ICICI
TXN00000082,15/08/26,UPI-RAJKOT COLD STORAGE AND COMPANY-RAJKOTCOLD@PAYTM-4022663059-PAYMENT FROM RCS,,1084447.20,74933066.09,8081204252,HDFC
TXN00000083,17/07/26,UPI-DHANBAD FABRICATORS-DHANBADFAB@APL-300000000083,,1357353.44,76290419.53,8823677798,HDFC
TXN00000084,22/06/26,IMPS-300000000084-JABALPUR INFRAPR-HDFC,,1205353.09,77495772.62,9661772834,HDFC
TXN00000085,07-07-2026,RTGS/ICICR52024117407/KAKINADA FOODS PVT LTD,,1011084.15,78506856.77,S97227356,ICICI
TXN00000086,22/07/26,IMPS-300000000086-BHAVNAGARPLASTICSANDCOMPANY-ICIC,,224830.00,78731686.77,9909257076,HDFC
TXN00000087,09/08/26,NEFT-HDFC0002341-TIRUPUR AUTO COMPONENTS PVT LTD-300000000087,,1349375.99,80081062.76,9479654136,HDFC
TXN00000088,26-07-2026,RTGS/ICICR52024560290/bhilai agro export,,430586.52,80511649.28,S93029219,ICICI
TXN00000089,02-07-2026,MMT/IMPS/300000000089/RAIPUR REFRACTORIES PVT/HDFC,,881089.69,81392738.97,S90268079,ICICI
TXN00000090,20-07-2026,RTGS/ICICR52023081469/SOLAPURCONSTRUCTIONSPRIVATELIMITED,,788655.12,82181394.09,S89699345,ICICI
TXN00000091,14-06-2026,UPI/300000000091/Payment from/jabalpurfo@okhdfcbank/ICIC,,653974.15,82835368.24,S94946730,ICICI
TXN00000092,13-08-2026,NEFT/ICICR52024117832/varanasi hospitality  pvt ltd,,1328227.90,84163596.14,S90253323,ICICI
TXN00000093,22-07-2026,BIL/ONL/300000000093/KPP,,986193.02,85149789.16,S77171380,ICICI
TXN00000094,04/06/26,NEFT-HDFC0000123-GUNTURMETALSLIMITED-7238213207,,899622.73,86049411.89,3783009621,HDFC
TXN00000095,02/07/26,ACH C-TRICHY LOGISTICS PRIVATE  LIMITED-7139882707,,555202.75,86604614.64,3479690385,HDFC
TXN00000096,12/07/26,NEFT-HDFC0004567-GWALIOR PAPER MILLS-9953941533,,752754.60,87357369.24,3978287288,HDFC
TXN00000097,16-08-2026,NEFT-ICICR52024560827-HUBLI FERTILISERS PR,,843520.49,88200889.73,S14142053,ICICI
TXN00000098,05-06-2026,BIL/ONL/8382963909/ETI,,511151.49,88712041.22,S14325890,ICICI
TXN00000099,15/07/26,IMPS-300000000099-DHANBAD FORGINGS LIMITED-SBIN,,1829972.51,90542013.73,1408988968,HDFC
TXN00000100,08-06-2026,BIL/ONL/9063016667/TAC,,1221154.88,91763168.61,S22501261,ICICI
TXN00000101,25/08/26,NEFT CR-HDFC0002341-MADURAI HANDICRAFTS-UTR300000000101,,1294532.36,93057700.97,2296502486,HDFC
TXN00000102,23/08/26,NEFT CR-HDFC0009812-BHAVNAGAR PL-UTR1039887139,,951212.03,94008913.00,6278286600,HDFC
TXN00000103,14/06/26,UPI-NARMADAFERTILISERSPRIVATELIMITED-NARMADAFER@APL-300000000103-PAYMENT FROM NFP,,124981.64,94133894.64,1431494396,HDFC
TXN00000104,20/07/26,NEFT CR-HDFC0009812-KRISHNA COLD STORAGE AND COMPANY-UTR3965572185,,308753.79,94442648.43,5100282913,HDFC
TXN00000105,15/06/26,RTGS-HDFC0002341-HALDIA  PHARMACEU-300000000105,,1043808.45,95486456.88,3645901955,HDFC
TXN00000106,10/07/26,NEFT-HDFC0000123-BHAVNAGARDISTRIBUTORSPRIVATELIMITED-4181102664,,507366.72,95993823.60,9388140708,HDFC
TXN00000107,18-07-2026,RTGS/ICICR52024117361/CHANDRAPURHOSPITALITYPVTLTD,,967669.25,96961492.85,S40655922,ICICI
TXN00000108,02-06-2026,NEFT/ICICR52023994222/AURANGABAD DIAGN,,323194.26,97284687.11,S79226031,ICICI
TXN00000109,22/07/26,NEFT CR-HDFC0002341-UDAIPUR PRINTERS P LTD-UTR300000000109 ,,204786.71,97489473.82,1102693781,HDFC
TXN00000110,28-08-2026,BIL/ONL/6894808149/MII,,1109586.08,98599059.90,S89442904,ICICI
TXN00000111,24-08-2026,UPI/300000000111/IDL/indorediag@okhdfcbank,,504458.04,99103517.94,S26205010,ICICI
TXN00000112,27/06/26,UPI-VARANASI FABRICATORS AND COMPANY-VARANASIFA@YBL-300000000112-PAYMENT FROM VFA,,1195139.70,100298657.64,3362751242,HDFC
TXN00000113,14/06/26,RTGS-HDFC0009812-JABALPUR METALS LIMITED-300000000113,,419600.08,100718257.72,1553155490,HDFC
TXN00000114,06-06-2026,NEFT/ICICR52024560521/BHOPAL DIAGNOSTI,,1301786.02,102020043.74,S61407440,ICICI
TXN00000115,26-06-2026,MMT/IMPS/300000000115/HUBLIFORGINGSLIMITED/HDFC,,850613.29,102870657.03,S47706144,ICICI
TXN00000116,31-07-2026,NEFT-ICICR52023994959-rajkotfertilisersprivatelimited,,354689.99,103225347.02,S58155056,ICICI
TXN00000117,29/08/26,ACH C-NAGPURAGROEXPORTSPRIVATELIMITED-300000000117,,470247.17,103695594.19,4079223686,HDFC
TXN00000118,03-06-2026,RTGS/ICICR52023994278/Belgaum Auto Com,,813050.46,104508644.65,S92370625,ICICI
TXN00000119,25/08/26,NEFT-HDFC0000123-CUTTACK FOODS PVT-300000000119,,1013356.23,105522000.88,9514255777,HDFC
TXN00000120,12-06-2026,UPI/5162260671/MII/maduraiind@ibl,,779930.24,106301931.12,S74355957,ICICI
TXN00000121,28/07/26,IMPS-300000000121-CHANDRAPUR ENGINEERING PVT LTD-UTIB,,88923.67,106390854.79,1674755608,HDFC
TXN00000122,27/06/26,NEFT CR-HDFC0009812-GODAVARI TRADERS IND-UTR300000000122,,437377.90,106828232.69,5646880148,HDFC
TXN00000123,21/07/26,IMPS-300000000123-GANDHINAGAR PLASTICS AND COMPANY-ICIC,,289690.30,107117922.99,3866755218,HDFC
TXN00000124,15-07-2026,NEFT-ICICR52024117223-MEERUT CONSTRUCTIONS PRIVATE LIMITED,,699068.46,107816991.45,S35867257,ICICI
TXN00000125,25-07-2026,NEFT-ICICR52024560215-Aurangabad Cold Storage And Company,,627814.68,108444806.13,S88205594,ICICI
TXN00000126,14-06-2026,NEFT-ICICR52023081505-TRICHY ENTERPRISES INDIA ,,734072.40,109178878.53,S46048781,ICICI
TXN00000127,14-07-2026,UPI/9831336766/AAC/anantapura@ibl,,1391377.30,110570255.83,S80368504,ICICI
TXN00000128,25-06-2026,MMT/IMPS/300000000128/CHANDRAPUR SOFTWARE SERVICES PRIVATE LIMITED/SBIN,,577688.03,111147943.86,S73697356,ICICI
TXN00000129,21/06/26,ACH C-GUNTUR MEDIA PVT LTD-3930025537/ ,,1100806.04,112248749.90,9345142789,HDFC
TXN00000130,19-07-2026,RTGS/ICICR52023994367/HUBLI MOTORS PRIVATE LIMITED,,1138175.07,113386924.97,S30123169,ICICI
TXN00000131,08-06-2026,RTGS/ICICR52023994843/TIRUPUR BEARINGS LIM,,1122611.98,114509536.95,S73852097,ICICI
TXN00000132,09/07/26,NEFT-HDFC0009812-JAMNAGAR TRADERS INDIA-300000000132,,1451110.79,115960647.74,5600836559,HDFC
TXN00000133,16/06/26,UPI-JAMNAGAR LOGISTICS-JAMNAGARLO@YBL-300000000133-PAYMENT FROM JLP,,761024.46,116721672.20,4283432667,HDFC
TXN00000134,12/06/26,UPI-RAIPUR CONSTRUCTIONS PRIVATE LIMITED-RAIPURCONS@IBL-6773938304,,1041495.35,117763167.55,4538382315,HDFC
TXN00000135,08/07/26,ACH C-UDAIPUR  INDUSTRI-300000000135,,1005139.34,118768306.89,9798613995,HDFC
TXN00000136,14-06-2026,MMT/IMPS/3707166618/MANGALORE SOFTWARE/HDFC,,689616.66,119457923.55,S91286864,ICICI
TXN00000137,14/06/26,RTGS-HDFC0002341-HUBLI FOODS PVT-300000000137,,511228.39,119969151.94,3122160665,HDFC
TXN00000138,05-08-2026,BIL/ONL/300000000138/PSL,,503539.97,120472691.91,S67176108,ICICI
TXN00000139,06/06/26,ACH C-BHAVNAGAR REFRACTORIES PVT-300000000139,,175150.53,120647842.44,4119911995,HDFC
TXN00000140,24-07-2026,MMT/IMPS/300000000140/BHILAI ELECTRICALS LLP/UTIB,,875151.70,121522994.14,S87396519,ICICI
TXN00000141,25/08/26,NEFT-HDFC0004567-UDAIPUR TEXTILES PVT LTD-300000000141,,918190.69,122441184.83,2377111768,HDFC
TXN00000142,06-07-2026,RTGS/ICICR52023081910/Varanasi Metals  Limi,,516200.94,122957385.77,S78227936,ICICI
TXN00000143,25-08-2026,MMT/IMPS/300000000143/MANGALORE HANDICRAFTS LLP/UTIB,,941241.78,123898627.55,S24270328,ICICI
TXN00000144,22/06/26,RTGS-HDFC0009812-SURAT SPINNERS LLP-300000000144,,308785.52,124207413.07,3528924461,HDFC
TXN00000145,24-08-2026,NEFT-ICICR52023994401-Jabalpur Fertilisers Private Limited,,1439136.68,125646549.75,S78759020,ICICI
TXN00000146,29/08/26,NEFT-HDFC0009812-SILIGURI CHEMICALS INDIA PRIVATE LIMITED-8344925075/,,1102323.12,126748872.87,9817847029,HDFC
TXN00000147,05-07-2026,UPI/300000000147/Payment from/coimbatore@apl/KKBK,,735821.87,127484694.74,S16305532,ICICI
TXN00000148,24/07/26,NEFT CR-HDFC0000123-HALDIA  PRINTERS-UTR5807588013,,1585795.13,129070489.87,8928570600,HDFC
TXN00000149,30-07-2026,NEFT-ICICR52024560194-Godavarispinnersllp,,840630.61,129911120.48,S54434998,ICICI
TXN00000150,28/06/26,ACH C-GANDHINAGAR AUTO COMPONENTS PVT LTD-6952291828,,959505.81,130870626.29,3090810307,HDFC
TXN00000151,23/08/26,NEFT-HDFC0004567-SURATTRANSPORTANDCOMPANY-5036200310,,1351575.60,132222201.89,1233079614,HDFC
TXN00000152,10/06/26,IMPS-300000000152-KANPUR INDUSTRIES INDIA PRIVATE LIMITED-UTIB,,1073252.52,133295454.41,7174772035,HDFC
TXN00000153,24/08/26,ACH C-SALEM CABLES-300000000153,,964182.55,134259636.96,1492300084,HDFC
TXN00000154,10/08/26,UPI-SILIGURI INFRAPROJEC-SILIGURIIN@OKHDFCBANK-2007310926-PAYMENT FROM SIA,,386870.66,134646507.62,8127164297,HDFC
TXN00000155,12-08-2026,NEFT-ICICR52023994598-KANPUR TRADERS INDIA PRIVATE LIMITED,,678038.52,135324546.14,S21002322,ICICI
TXN00000156,18/06/26,ACH C-SILIGURI TRADERS INDIA PRIVATE LIMITED-4329446784,,1708371.18,137032917.32,3192202822,HDFC
TXN00000157,04/08/26,UPI-GWALIOR MEDIA PV-GWALIORMED@APL-6846530109,,876856.74,137909774.06,8481445242,HDFC
TXN00000158,23-08-2026,NEFT-ICICR52023081626-HALDIA  DISTRIBUTORS PRIVATE LIMITED,,725523.29,138635297.35,S31120146,ICICI
TXN00000159,16/06/26,IMPS-1630780803-KRISHNA POLYMERS-KKBK,,1287606.01,139922903.36,3738568701,HDFC
TXN00000160,11/06/26,NEFT-HDFC0004567-UDAIPUR GARMENTS PRIVATE LIMITED-300000000160,,1390618.89,141313522.25,1413599241,HDFC
TXN00000161,18-08-2026,BIL/ONL/300000000161/TCI,,1547794.38,142861316.63,S21249805,ICICI
TXN00000162,09-08-2026,NEFT-ICICR52024560665-Krishna Media Pvt Lt,,1194272.66,144055589.29,S84478941,ICICI
TXN00000163,10/07/26,NEFT-HDFC0000123-DEHRADUN TRANSPORT AND COMPANY-7873001834,,1513802.74,145569392.03,8406648395,HDFC
TXN00000164,23-08-2026,MMT/IMPS/300000000164/LUDHIANA FOO/AXIS,,1395051.02,146964443.05,S12062459,ICICI
TXN00000165,12/06/26,NEFT-HDFC0000123-TRICHYBEARINGSLIMITED-300000000165,,461175.19,147425618.24,9404002665,HDFC
TXN00000166,27/07/26,RTGS-HDFC0009812-MYSORE HOSPITALITY PVT LTD-9631695368,,1103162.59,148528780.83,2468848245,HDFC
TXN00000167,11/07/26,NEFT-HDFC0009812-JALANDHAR FABRICATORS AND COMPANY-300000000167,,532925.45,149061706.28,8144352013,HDFC
TXN00000168,09-08-2026,UPI/300000000168/Payment from/panipatcer@ibl/HDFC,,341317.21,149403023.49,S33461307,ICICI
TXN00000169,16-06-2026,UPI/300000000169/VTA/varanasitr@paytm,,1375301.12,150778324.61,S27601200,ICICI
TXN00000170,13/06/26,ACH C-RAJKOT MOTORS PRIVAT-300000000170,,1219833.36,151998157.97,2711123163,HDFC
TXN00000171,28-06-2026,MMT/IMPS/300000000171/BELGAUM BEAR/SBIN,,834604.02,152832761.99,S69985944,ICICI
TXN00000172,18-08-2026,RTGS/ICICR52023994333/Haldia Handicrafts Llp,,593101.98,153425863.97,S45899536,ICICI
TXN00000173,27/07/26,NEFT-HDFC0000123-DHANBAD SOFTWARE  SER-300000000173,,1269830.14,154695694.11,9098037639,HDFC
TXN00000174,02-07-2026,UPI/7587552692/CPM/cuttackpap@ybl,,909107.96,155604802.07,S65325058,ICICI
TXN00000175,09/07/26,UPI-CALICUT TRADERS INDIA PRIVATE LIMITED-CALICUTTRA@APL-7172324849-PAYMENT FROM CTI,,542103.62,156146905.69,6242404559,HDFC
TXN00000176,20-08-2026,NEFT-ICICR52023994817-HUBLI LOGIST,,270318.28,156417223.97,S30421134,ICICI
TXN00000177,08/08/26,UPI-VARANASI MEDIA P-VARANASIME@YBL-300000000177,,151085.20,156568309.17,1627442454,HDFC
TXN00000178,21/07/26,NEFT-HDFC0009812-PANIPAT PACK-300000000178,,759813.22,157328122.39,5819561096,HDFC
TXN00000179,09/07/26,RTGS-HDFC0000123-MADURAI MOTORS PVT-300000000179,,634428.58,157962550.97,1461243650,HDFC
TXN00000180,11-07-2026,UPI/300000000180/Payment from/cuttackspi@okhdfcbank/ICIC,,1333266.37,159295817.34,S82693120,ICICI
TXN00000181,01/06/26,NEFT-HDFC0009812-JABALPURCONTAINERSPVTLTD-300000000181,,1543025.41,160838842.75,1286387753,HDFC
TXN00000182,05/06/26,UPI-CHENNAI CERAMICS-CHENNAICER@YBL-300000000182,,493728.86,161332571.61,4042699946,HDFC
TXN00000183,06/06/26,IMPS-7771289365-KAKINADA CABLES PRIVATE LIMITED-ICIC,,1012166.26,162344737.87,6891490448,HDFC
TXN00000184,12-07-2026,NEFT-ICICR52023081138-SALEM DISTRIBUTO,,997712.12,163342449.99,S59269031,ICICI
TXN00000185,03-07-2026,UPI/2290179211/Payment from/cuttacktex@paytm/HDFC,,1079852.51,164422302.50,S68291349,ICICI
TXN00000186,16/06/26,NEFT CR-HDFC0000123-TRICHY MEDIA PVT LTD-UTR300000000186,,1133115.59,165555418.09,5649495861,HDFC
TXN00000187,22-07-2026,UPI/300000000187/Payment from/kanpurbear@okhdfcbank/SBIN,,532492.18,166087910.27,S87311859,ICICI
TXN00000188,25-08-2026,RTGS/ICICR52024560145/Bhilai Pharmaceuti,,311186.00,166399096.27,S21517819,ICICI
TXN00000189,07-06-2026,RTGS/ICICR52023994661/NARMADAREFRACTORIESLIMITED,,133402.84,166532499.11,S99692417,ICICI
TXN00000190,26-08-2026,UPI/300000000190/Payment from/amravatite@apl/AXIS,,198450.25,166730949.36,S98597172,ICICI
TXN00000191,04/06/26,NEFT-HDFC0004567-GWALIOR FOODS PVT LTD-1378045890,,454132.00,167185081.36,7568788980,HDFC
TXN00000192,21-06-2026,NEFT/ICICR52023994502/GUNTUR  CABLES,,257865.50,167442946.86,S79889565,ICICI
TXN00000193,22-08-2026,MMT/IMPS/300000000193/VARANASI COLD ST/UTIB,,356464.25,167799411.11,S37153619,ICICI
TXN00000194,30-08-2026,NEFT/ICICR52023081670/SOLAPUR CHEMICALS INDIA PRIVATE LIMITED,,73409.00,167872820.11,S29531743,ICICI
TXN00000195,12-07-2026,BIL/ONL/300000000195/NCP,,16457.99,167889278.10,S92805158,ICICI
TXN00000196,18/08/26,UPI-DHANBAD METALS LIMITED-DHANBADMET@OKHDFCBANK-300000000196-PAYMENT FROM DML,,318511.25,168207789.35,1830044665,HDFC
TXN00000197,03/06/26,NEFT CR-HDFC0002341-ANANTAPUR METALS LIMITED-UTR300000000197,,215218.99,168423008.34,4333816842,HDFC
TXN00000198,21-07-2026,NEFT-ICICR52023081562-Ludhiana Ceramics Pvt Ltd,,386525.99,168809534.33,S63098035,ICICI
