invoice_id,customer_name,invoice_date,due_date,amount,tds_applicable,tds_section,status
INV-2026-000050,GANDHINAGAR MEDIA PVT LTD,2026-06-28,2026-07-28,357263.99,false,,paid
INV-2026-000051,TIRUPUR BEARINGS LIMITED,2026-08-13,2026-09-12,100656.00,false,,paid
INV-2026-000052,TIRUPUR BEARINGS LIMITED,2026-08-11,2026-09-10,1886.25,false,,paid
INV-2026-000053,TIRUPUR BEARINGS LIMITED,2026-08-13,2026-09-12,191956.50,false,,paid
INV-2026-000054,TIRUPUR BEARINGS LIMITED,2026-08-11,2026-09-10,327712.00,false,,paid
INV-2026-000055,TIRUPUR BEARINGS LIMITED,2026-08-11,2026-09-10,378358.00,false,,paid
INV-2026-000056,JABALPUR POLYMERS PRIVATE LIMITED,2026-07-27,2026-08-26,232819.75,false,,paid
INV-2026-000057,JABALPUR POLYMERS PRIVATE LIMITED,2026-07-25,2026-08-24,417145.99,false,,paid
INV-2026-000058,JABALPUR POLYMERS PRIVATE LIMITED,2026-07-26,2026-08-25,346427.00,false,,paid
INV-2026-000059,JABALPUR POLYMERS PRIVATE LIMITED,2026-07-27,2026-08-26,49961.99,false,,paid
INV-2026-000060,DEHRADUN GARMENTS PRIVATE LIMITED,2026-06-19,2026-07-19,344963.75,false,,paid
INV-2026-000061,DEHRADUN GARMENTS PRIVATE LIMITED,2026-06-19,2026-07-19,409116.50,false,,paid
INV-2026-000062,DEHRADUN GARMENTS PRIVATE LIMITED,2026-06-17,2026-07-17,422585.75,false,,paid
INV-2026-000063,DEHRADUN GARMENTS PRIVATE LIMITED,2026-06-19,2026-07-19,27328.25,false,,paid
INV-2026-000064,DEHRADUN GARMENTS PRIVATE LIMITED,2026-06-18,2026-07-18,240317.00,false,,paid
INV-2026-000065,MADURAI CABLES PRIVATE LIMITED,2026-07-01,2026-07-31,144968.50,false,,paid
INV-2026-000066,MADURAI CABLES PRIVATE LIMITED,2026-06-30,2026-07-30,123942.00,false,,paid
INV-2026-000067,MADURAI CABLES PRIVATE LIMITED,2026-07-01,2026-07-31,469203.25,false,,paid
INV-2026-000068,MADURAI CABLES PRIVATE LIMITED,2026-06-30,2026-07-30,80078.00,false,,paid
INV-2026-000069,MADURAI CABLES PRIVATE LIMITED,2026-07-01,2026-07-31,371367.00,false,,paid
INV-2026-000070,JALANDHAR TRANSPORT AND COMPANY,2026-06-28,2026-07-28,144096.50,false,,paid
INV-2026-000071,JALANDHAR TRANSPORT AND COMPANY,2026-06-27,2026-07-27,204873.00,false,,paid
INV-2026-000072,JALANDHAR TRANSPORT AND COMPANY,2026-06-28,2026-07-28,380679.00,false,,paid
INV-2026-000073,GODAVARI PAPER MILLS PVT LTD,2026-07-13,2026-08-12,400103.50,false,,paid
INV-2026-000074,GODAVARI PAPER MILLS PVT LTD,2026-07-14,2026-08-13,133262.99,false,,paid
INV-2026-000075,GODAVARI PAPER MILLS PVT LTD,2026-07-12,2026-08-11,11162.75,false,,paid
INV-2026-000076,GODAVARI PAPER MILLS PVT LTD,2026-07-12,2026-08-11,184480.00,false,,paid
INV-2026-000077,GODAVARI PAPER MILLS PVT LTD,2026-07-14,2026-08-13,410591.75,false,,paid
INV-2026-000078,VARANASI FABRICATORS AND COMPANY,2026-07-10,2026-08-09,57674.25,false,,paid
INV-2026-000079,VARANASI FABRICATORS AND COMPANY,2026-07-09,2026-08-08,302883.75,false,,paid
INV-2026-000080,VARANASI FABRICATORS AND COMPANY,2026-07-10,2026-08-09,494601.75,false,,paid
INV-2026-000081,SILIGURI GARMENTS PRIVATE LIMITED,2026-07-24,2026-08-23,432138.50,false,,paid
INV-2026-000082,SILIGURI GARMENTS PRIVATE LIMITED,2026-07-23,2026-08-22,190890.75,false,,paid
INV-2026-000083,KOLHAPUR COLD STORAGE AND COMPANY,2026-08-17,2026-09-16,351323.50,false,,paid
INV-2026-000084,KOLHAPUR COLD STORAGE AND COMPANY,2026-08-17,2026-09-16,260158.99,false,,paid
INV-2026-000085,KOLHAPUR COLD STORAGE AND COMPANY,2026-08-17,2026-09-16,256616.00,false,,paid
INV-2026-000086,KOLHAPUR COLD STORAGE AND COMPANY,2026-08-16,2026-09-15,179435.00,false,,paid
INV-2026-000087,KOLHAPUR COLD STORAGE AND COMPANY,2026-08-16,2026-09-15,292394.00,false,,paid
INV-2026-000088,HUBLI PLASTICS AND COMPANY,2026-08-08,2026-09-07,174429.00,false,,paid
INV-2026-000089,HUBLI PLASTICS AND COMPANY,2026-08-09,2026-09-08,143038.00,false,,paid
INV-2026-000090,HUBLI PLASTICS AND COMPANY,2026-08-10,2026-09-09,64258.75,false,,paid
INV-2026-000091,HUBLI PLASTICS AND COMPANY,2026-08-08,2026-09-07,63681.75,false,,paid
INV-2026-000092,VARANASI SOFTWARE SERVICES PRIVATE LIMITED,2026-06-05,2026-07-05,291119.00,false,,paid
INV-2026-000093,VARANASI SOFTWARE SERVICES PRIVATE LIMITED,2026-06-06,2026-07-06,335427.99,false,,paid
INV-2026-000094,CALICUT PHARMACEUTICALS INDIA PRIVATE LIMITED,2026-06-19,2026-07-19,426272.25,false,,paid
INV-2026-000095,CALICUT PHARMACEUTICALS INDIA PRIVATE LIMITED,2026-06-18,2026-07-18,131123.00,false,,paid
INV-2026-000096,DHANBAD HOSPITALITY PVT LTD,2026-08-24,2026-09-23,43565.00,false,,paid
INV-2026-000097,DHANBAD HOSPITALITY PVT LTD,2026-08-24,2026-09-23,290402.00,false,,paid
INV-2026-000098,DHANBAD HOSPITALITY PVT LTD,2026-08-22,2026-09-21,215180.50,false,,paid
INV-2026-000099,BHILAI SOFTWARE SERVICES PRIVATE LIMITED,2026-08-09,2026-09-08,118864.75,false,,paid
INV-2026-000100,BHILAI SOFTWARE SERVICES PRIVATE LIMITED,2026-08-09,2026-09-08,434392.00,false,,paid
INV-2026-000101,BHILAI SOFTWARE SERVICES PRIVATE LIMITED,2026-08-08,2026-09-07,87991.99,false,,paid
INV-2026-000102,BHILAI SOFTWARE SERVICES PRIVATE LIMITED,2026-08-08,2026-09-07,231242.00,false,,paid
INV-2026-000103,BHILAI SOFTWARE SERVICES PRIVATE LIMITED,2026-08-08,2026-09-07,367861.50,false,,paid
INV-2026-000104,PANIPAT BEARINGS LIMITED,2026-06-21,2026-07-21,247677.25,false,,paid
INV-2026-000105,PANIPAT BEARINGS LIMITED,2026-06-23,2026-07-23,481285.00,false,,paid
INV-2026-000106,JABALPUR DISTRIBUTORS PRIVATE LIMITED,2026-06-11,2026-07-11,165897.00,false,,paid
INV-2026-000107,JABALPUR DISTRIBUTORS PRIVATE LIMITED,2026-06-10,2026-07-10,406037.50,false,,paid
INV-2026-000108,ANANTAPUR GARMENTS PRIVATE LIMITED,2026-08-20,2026-09-19,320224.99,false,,paid
INV-2026-000109,ANANTAPUR GARMENTS PRIVATE LIMITED,2026-08-20,2026-09-19,163922.25,false,,paid
INV-2026-000110,TRICHY COLD STORAGE AND COMPANY,2026-08-16,2026-09-15,267464.75,false,,paid
INV-2026-000111,TRICHY COLD STORAGE AND COMPANY,2026-08-15,2026-09-14,145833.99,false,,paid
INV-2026-000112,TRICHY COLD STORAGE AND COMPANY,2026-08-14,2026-09-13,490815.99,false,,paid
INV-2026-000113,CUTTACK TRADERS INDIA PRIVATE LIMITED,2026-07-21,2026-08-20,23883.00,false,,paid
INV-2026-000114,CUTTACK TRADERS INDIA PRIVATE LIMITED,2026-07-22,2026-08-21,370742.99,false,,paid
INV-2026-000115,CUTTACK TRADERS INDIA PRIVATE LIMITED,2026-07-21,2026-08-20,348964.99,false,,paid
INV-2026-000116,CUTTACK TRADERS INDIA PRIVATE LIMITED,2026-07-23,2026-08-22,260694.00,false,,paid
INV-2026-000117,CUTTACK TRADERS INDIA PRIVATE LIMITED,2026-07-22,2026-08-21,456973.00,false,,paid
INV-2026-000118,UDAIPUR REFRACTORIES LIMITED,2026-07-10,2026-08-09,329623.75,false,,paid
INV-2026-000119,UDAIPUR REFRACTORIES LIMITED,2026-07-11,2026-08-10,324726.00,false,,paid
INV-2026-000120,UDAIPUR REFRACTORIES LIMITED,2026-07-11,2026-08-10,120268.75,false,,paid
INV-2026-000121,UDAIPUR REFRACTORIES LIMITED,2026-07-09,2026-08-08,52612.99,false,,paid
INV-2026-000122,UDAIPUR REFRACTORIES LIMITED,2026-07-09,2026-08-08,233615.00,false,,paid
INV-2026-000123,CUTTACK SOFTWARE SERVICES PRIVATE LIMITED,2026-07-29,2026-08-28,335445.00,false,,paid
INV-2026-000124,CUTTACK SOFTWARE SERVICES PRIVATE LIMITED,2026-07-29,2026-08-28,350616.00,false,,paid
INV-2026-000125,CUTTACK SOFTWARE SERVICES PRIVATE LIMITED,2026-07-30,2026-08-29,356263.25,false,,paid
INV-2026-000126,KOLHAPUR FOODS PVT LTD,2026-07-08,2026-08-07,367623.00,false,,paid
INV-2026-000127,KOLHAPUR FOODS PVT LTD,2026-07-06,2026-08-05,144906.00,false,,paid
INV-2026-000128,KOLHAPUR FOODS PVT LTD,2026-07-06,2026-08-05,478425.25,false,,paid
INV-2026-000129,KOLHAPUR FOODS PVT LTD,2026-07-08,2026-08-07,437647.00,false,,paid
INV-2026-000130,GODAVARI PAPER MILLS PVT LTD,2026-07-24,2026-08-23,93085.00,false,,paid
INV-2026-000131,GODAVARI PAPER MILLS PVT LTD,2026-07-23,2026-08-22,279319.25,false,,paid
INV-2026-000132,GODAVARI PAPER MILLS PVT LTD,2026-07-23,2026-08-22,135726.99,false,,paid
INV-2026-000133,GODAVARI PAPER MILLS PVT LTD,2026-07-23,2026-08-22,392412.99,false,,paid
INV-2026-000134,MEERUT FOODS PVT LTD,2026-08-25,2026-09-24,138448.25,false,,paid
INV-2026-000135,MEERUT FOODS PVT LTD,2026-08-26,2026-09-25,57804.75,false,,paid
INV-2026-000136,MEERUT FOODS PVT LTD,2026-08-24,2026-09-23,14120.25,false,,paid
INV-2026-000137,MEERUT FOODS PVT LTD,2026-08-26,2026-09-25,480857.25,false,,paid
INV-2026-000138,JABALPUR CONTAINERS PVT LTD,2026-07-16,2026-08-15,352527.75,false,,paid
INV-2026-000139,JABALPUR CONTAINERS PVT LTD,2026-07-16,2026-08-15,308935.75,false,,paid
INV-2026-000140,JABALPUR CONTAINERS PVT LTD,2026-07-16,2026-08-15,465211.50,false,,paid
INV-2026-000141,JABALPUR CONTAINERS PVT LTD,2026-07-16,2026-08-15,438095.50,false,,paid
INV-2026-000142,JABALPUR CONTAINERS PVT LTD,2026-07-18,2026-08-17,493334.00,false,,paid
INV-2026-000143,DEHRADUN FORGINGS LIMITED,2026-06-17,2026-07-17,413603.25,false,,paid
INV-2026-000144,DEHRADUN FORGINGS LIMITED,2026-06-15,2026-07-15,436063.99,false,,paid
INV-2026-000145,DEHRADUN FORGINGS LIMITED,2026-06-17,2026-07-17,308433.00,false,,paid
INV-2026-000146,DEHRADUN FORGINGS LIMITED,2026-06-15,2026-07-15,406992.00,false,,paid
INV-2026-000147,AMRAVATI POLYMERS PRIVATE LIMITED,2026-06-23,2026-07-23,140129.00,false,,paid
INV-2026-000148,AMRAVATI POLYMERS PRIVATE LIMITED,2026-06-21,2026-07-21,276820.00,false,,paid
INV-2026-000149,AMRAVATI POLYMERS PRIVATE LIMITED,2026-06-22,2026-07-22,250690.50,false,,paid
INV-2026-000150,AMRAVATI POLYMERS PRIVATE LIMITED,2026-06-23,2026-07-23,237981.25,false,,paid
INV-2026-000151,GODAVARI GARMENTS PRIVATE LIMITED,2026-08-17,2026-09-16,78769.00,false,,paid
INV-2026-000152,GODAVARI GARMENTS PRIVATE LIMITED,2026-08-15,2026-09-14,328322.75,false,,paid
INV-2026-000153,JABALPUR CASTINGS LLP,2026-06-29,2026-07-29,217957.00,false,,paid
INV-2026-000154,JABALPUR CASTINGS LLP,2026-06-30,2026-07-30,219098.75,false,,paid
INV-2026-000155,JABALPUR CASTINGS LLP,2026-06-28,2026-07-28,224747.00,false,,paid
INV-2026-000156,JABALPUR CASTINGS LLP,2026-06-28,2026-07-28,197241.00,false,,paid
INV-2026-000157,JABALPUR CASTINGS LLP,2026-06-30,2026-07-30,36197.00,false,,paid
INV-2026-000158,KRISHNA PAPER MILLS PVT LTD,2026-07-08,2026-08-07,185363.00,false,,paid
INV-2026-000159,KRISHNA PAPER MILLS PVT LTD,2026-07-09,2026-08-08,82123.75,false,,paid
INV-2026-000160,KRISHNA PAPER MILLS PVT LTD,2026-07-09,2026-08-08,445216.00,false,,paid
INV-2026-000161,KRISHNA PAPER MILLS PVT LTD,2026-07-09,2026-08-08,61232.99,false,,paid
INV-2026-000162,AMRAVATI ELECTRICALS LLP,2026-06-22,2026-07-22,457058.00,false,,paid
INV-2026-000163,AMRAVATI ELECTRICALS LLP,2026-06-22,2026-07-22,37482.00,false,,paid
INV-2026-000164,AMRAVATI ELECTRICALS LLP,2026-06-22,2026-07-22,49107.75,false,,paid
INV-2026-000165,AMRAVATI ELECTRICALS LLP,2026-06-23,2026-07-23,198234.50,false,,paid
INV-2026-000166,HUBLI CONSTRUCTIONS PRIVATE LIMITED,2026-07-03,2026-08-02,114020.99,false,,paid
INV-2026-000167,HUBLI CONSTRUCTIONS PRIVATE LIMITED,2026-07-05,2026-08-04,181969.50,false,,paid
INV-2026-000168,HUBLI CONSTRUCTIONS PRIVATE LIMITED,2026-07-03,2026-08-02,356581.75,false,,paid
INV-2026-000169,HUBLI CONSTRUCTIONS PRIVATE LIMITED,2026-07-04,2026-08-03,277265.75,false,,paid
INV-2026-000170,HUBLI CONSTRUCTIONS PRIVATE LIMITED,2026-07-03,2026-08-02,116615.50,false,,paid
INV-2026-000171,SOLAPUR CASTINGS LLP,2026-06-05,2026-07-05,229704.00,false,,paid
INV-2026-000172,SOLAPUR CASTINGS LLP,2026-06-04,2026-07-04,452993.00,false,,paid
INV-2026-000173,SOLAPUR CASTINGS LLP,2026-06-04,2026-07-04,301626.50,false,,paid
INV-2026-000174,SOLAPUR CASTINGS LLP,2026-06-05,2026-07-05,152789.00,false,,paid
INV-2026-000175,SOLAPUR CASTINGS LLP,2026-06-04,2026-07-04,171272.00,false,,paid
INV-2026-000176,KAKINADA CHEMICALS INDIA PRIVATE LIMITED,2026-08-04,2026-09-03,102661.99,false,,paid
INV-2026-000177,KAKINADA CHEMICALS INDIA PRIVATE LIMITED,2026-08-03,2026-09-02,382356.99,false,,paid
INV-2026-000178,BELGAUM GARMENTS PRIVATE LIMITED,2026-07-30,2026-08-29,232844.75,false,,paid
INV-2026-000179,BELGAUM GARMENTS PRIVATE LIMITED,2026-07-30,2026-08-29,311074.00,false,,paid
INV-2026-000180,BELGAUM GARMENTS PRIVATE LIMITED,2026-07-30,2026-08-29,163743.50,false,,paid
INV-2026-000181,BELGAUM GARMENTS PRIVATE LIMITED,2026-07-30,2026-08-29,30826.00,false,,paid
INV-2026-000182,BELGAUM GARMENTS PRIVATE LIMITED,2026-07-31,2026-08-30,338990.99,false,,paid
INV-2026-000183,RAJKOT HANDICRAFTS LLP,2026-07-12,2026-08-11,375507.00,false,,paid
INV-2026-000184,RAJKOT HANDICRAFTS LLP,2026-07-12,2026-08-11,21521.00,false,,paid
INV-2026-000185,ERNAKULAM HOSPITALITY PVT LTD,2026-07-01,2026-07-31,380444.99,false,,paid
INV-2026-000186,ERNAKULAM HOSPITALITY PVT LTD,2026-07-01,2026-07-31,175777.00,false,,paid
INV-2026-000187,ERNAKULAM HOSPITALITY PVT LTD,2026-07-02,2026-08-01,481639.00,false,,paid
INV-2026-000188,ERNAKULAM HOSPITALITY PVT LTD,2026-07-01,2026-07-31,68607.25,false,,paid
INV-2026-000189,ERNAKULAM HOSPITALITY PVT LTD,2026-07-02,2026-08-01,163310.25,false,,paid
INV-2026-000190,CUTTACK INFRAPROJECTS AND COMPANY,2026-06-17,2026-07-17,82235.00,false,,paid
INV-2026-000191,CUTTACK INFRAPROJECTS AND COMPANY,2026-06-16,2026-07-16,267175.99,false,,paid
INV-2026-000192,CUTTACK INFRAPROJECTS AND COMPANY,2026-06-16,2026-07-16,348041.00,false,,paid
INV-2026-000193,KAKINADA ENGINEERING PVT LTD,2026-06-30,2026-07-30,163250.99,false,,paid
INV-2026-000194,KAKINADA ENGINEERING PVT LTD,2026-06-29,2026-07-29,193854.75,false,,paid
INV-2026-000195,KAKINADA ENGINEERING PVT LTD,2026-06-30,2026-07-30,243053.99,false,,paid
INV-2026-000196,ERNAKULAM INFRAPROJECTS AND COMPANY,2026-06-10,2026-07-10,401092.00,false,,paid
INV-2026-000197,ERNAKULAM INFRAPROJECTS AND COMPANY,2026-06-11,2026-07-11,475641.25,false,,paid
INV-2026-000198,CUTTACK GARMENTS PRIVATE LIMITED,2026-06-02,2026-07-02,168082.00,false,,paid
INV-2026-000199,CUTTACK GARMENTS PRIVATE LIMITED,2026-06-04,2026-07-04,415911.00,false,,paid
INV-2026-000200,CUTTACK GARMENTS PRIVATE LIMITED,2026-06-03,2026-07-03,151407.99,false,,paid
INV-2026-000201,CUTTACK GARMENTS PRIVATE LIMITED,2026-06-03,2026-07-03,398851.75,false,,paid
INV-2026-000202,BELGAUM CONSTRUCTIONS PRIVATE LIMITED,2026-06-13,2026-07-13,439665.50,false,,paid
INV-2026-000203,BELGAUM CONSTRUCTIONS PRIVATE LIMITED,2026-06-13,2026-07-13,332326.25,false,,paid
INV-2026-000204,BELGAUM CONSTRUCTIONS PRIVATE LIMITED,2026-06-14,2026-07-14,377724.00,false,,paid
INV-2026-000205,BELGAUM CONSTRUCTIONS PRIVATE LIMITED,2026-06-14,2026-07-14,1820.25,false,,paid
INV-2026-000206,BELGAUM CONSTRUCTIONS PRIVATE LIMITED,2026-06-15,2026-07-15,300192.50,false,,paid
INV-2026-000207,PANIPAT HANDICRAFTS LLP,2026-08-13,2026-09-12,386449.99,false,,paid
INV-2026-000208,PANIPAT HANDICRAFTS LLP,2026-08-12,2026-09-11,24244.00,false,,paid
INV-2026-000209,JODHPUR FABRICATORS AND COMPANY,2026-07-20,2026-08-19,428507.25,false,,paid
INV-2026-000210,JODHPUR FABRICATORS AND COMPANY,2026-07-19,2026-08-18,20199.99,false,,paid
INV-2026-000211,JODHPUR FABRICATORS AND COMPANY,2026-07-21,2026-08-20,151004.00,false,,paid
INV-2026-000212,JODHPUR FABRICATORS AND COMPANY,2026-07-20,2026-08-19,144244.00,false,,paid
INV-2026-000213,GODAVARI FOODS PVT LTD,2026-06-12,2026-07-12,42979.00,false,,paid
INV-2026-000214,GODAVARI FOODS PVT LTD,2026-06-12,2026-07-12,161692.50,false,,paid
INV-2026-000215,GODAVARI FOODS PVT LTD,2026-06-13,2026-07-13,88369.75,false,,paid
INV-2026-000216,GODAVARI FOODS PVT LTD,2026-06-12,2026-07-12,235424.00,false,,paid
INV-2026-000217,DEHRADUN CABLES PRIVATE LIMITED,2026-08-21,2026-09-20,193061.00,false,,paid
INV-2026-000218,DEHRADUN CABLES PRIVATE LIMITED,2026-08-20,2026-09-19,318243.00,false,,paid
INV-2026-000219,DHANBAD FERTILISERS PRIVATE LIMITED,2026-07-04,2026-08-03,370118.50,false,,paid
INV-2026-000220,DHANBAD FERTILISERS PRIVATE LIMITED,2026-07-04,2026-08-03,364845.50,false,,paid
INV-2026-000221,RAIPUR INDUSTRIES INDIA PRIVATE LIMITED,2026-06-17,2026-07-17,125117.99,false,,paid
INV-2026-000222,RAIPUR INDUSTRIES INDIA PRIVATE LIMITED,2026-06-16,2026-07-16,190213.25,false,,paid
INV-2026-000223,RAIPUR INDUSTRIES INDIA PRIVATE LIMITED,2026-06-16,2026-07-16,246055.99,false,,paid
INV-2026-000224,PANIPAT ELECTRICALS LLP,2026-06-17,2026-07-17,227816.25,false,,paid
INV-2026-000225,PANIPAT ELECTRICALS LLP,2026-06-16,2026-07-16,272634.00,false,,paid
INV-2026-000226,PANIPAT ELECTRICALS LLP,2026-06-15,2026-07-15,85917.00,false,,paid
INV-2026-000227,KRISHNA ELECTRICALS LLP,2026-08-12,2026-09-11,81842.00,false,,paid
INV-2026-000228,KRISHNA ELECTRICALS LLP,2026-08-14,2026-09-13,442728.25,false,,paid
INV-2026-000229,KRISHNA ELECTRICALS LLP,2026-08-12,2026-09-11,43584.00,false,,paid
INV-2026-000230,CHANDRAPUR CABLES PRIVATE LIMITED,2026-07-26,2026-08-25,218905.50,false,,paid
INV-2026-000231,CHANDRAPUR CABLES PRIVATE LIMITED,2026-07-27,2026-08-26,179358.25,false,,paid
INV-2026-000232,BHAVNAGAR TRADERS INDIA PRIVATE LIMITED,2026-06-05,2026-07-05,153154.50,false,,paid
INV-2026-000233,BHAVNAGAR TRADERS INDIA PRIVATE LIMITED,2026-06-07,2026-07-07,131165.99,false,,paid
INV-2026-000234,BHAVNAGAR TRADERS INDIA PRIVATE LIMITED,2026-06-05,2026-07-05,490554.25,false,,paid
INV-2026-000235,AURANGABAD GARMENTS PRIVATE LIMITED,2026-06-05,2026-07-05,148511.50,false,,paid
INV-2026-000236,AURANGABAD GARMENTS PRIVATE LIMITED,2026-06-07,2026-07-07,150814.25,false,,paid
INV-2026-000237,AURANGABAD GARMENTS PRIVATE LIMITED,2026-06-06,2026-07-06,226930.00,false,,paid
INV-2026-000238,AURANGABAD GARMENTS PRIVATE LIMITED,2026-06-06,2026-07-06,401480.50,false,,paid
INV-2026-000239,HALDIA CASTINGS LLP,2026-07-14,2026-08-13,293464.00,false,,paid
INV-2026-000240,HALDIA CASTINGS LLP,2026-07-13,2026-08-12,316864.25,false,,paid
INV-2026-000241,HALDIA CASTINGS LLP,2026-07-14,2026-08-13,24752.00,false,,paid
INV-2026-000242,HALDIA CASTINGS LLP,2026-07-12,2026-08-11,422509.50,false,,paid
INV-2026-000243,HALDIA CASTINGS LLP,2026-07-12,2026-08-11,79087.25,false,,paid
INV-2026-000244,RAJKOT PHARMACEUTICALS INDIA PRIVATE LIMITED,2026-06-01,2026-07-01,194125.00,false,,paid
INV-2026-000245,RAJKOT PHARMACEUTICALS INDIA PRIVATE LIMITED,2026-06-02,2026-07-02,219387.25,false,,paid
