entity_id,type,payment_id,order_id,order_receipt,settlement_id,settlement_utr,amount,fee,tax,debit,credit,net_amount,currency,method,created_at,settled_at
pay_000000000023,payment,pay_000000000023,order_000000000023,,setl_000000000008,300000000008,4823600,96472,17365,0,4709763,4709763,INR,netbanking,1781091000,1781091000
pay_000000000024,payment,pay_000000000024,order_000000000024,INV-2026-000024,setl_000000000008,300000000008,2986600,59732,10752,0,2916116,2916116,INR,upi,1780918200,1781091000
pay_000000000025,payment,pay_000000000025,order_000000000025,INV-2026-000025,setl_000000000008,300000000008,15866100,317322,57118,0,15491660,15491660,INR,netbanking,1780918200,1781091000
pay_000000000026,payment,pay_000000000026,order_000000000026,,setl_000000000009,300000000009,2989200,59784,10761,0,2918655,2918655,INR,upi,1781609400,1781695800
pay_000000000027,payment,pay_000000000027,order_000000000027,,setl_000000000009,300000000009,2500000,50000,9000,0,2441000,2441000,INR,card,1781609400,1781695800
pay_000000000028,payment,pay_000000000028,order_000000000028,,setl_000000000010,300000000010,2582800,51656,9298,0,2521846,2521846,INR,card,1782127800,1782214200
pay_000000000029,payment,pay_000000000029,order_000000000029,,setl_000000000010,300000000010,5600000,112000,20160,0,5467840,5467840,INR,card,1782214200,1782214200
pay_000000000030,payment,pay_000000000030,order_000000000030,INV-2026-000030,setl_000000000010,300000000010,25000000,500000,90000,0,24410000,24410000,INR,card,1782214200,1782214200
pay_000000000031,payment,pay_000000000031,order_000000000031,INV-2026-000031,setl_000000000011,300000000011,16100000,322000,57960,0,15720040,15720040,INR,card,1784892600,1785065400
pay_000000000032,payment,pay_000000000032,order_000000000032,,setl_000000000011,300000000011,22400000,448000,80640,0,21871360,21871360,INR,card,1784892600,1785065400
pay_000000000033,payment,pay_000000000033,order_000000000033,,setl_000000000012,300000000012,7021600,140432,25278,0,6855890,6855890,INR,upi,1787571000,1787657400
pay_000000000034,payment,pay_000000000034,order_000000000034,,setl_000000000012,300000000012,10800000,216000,38880,0,10545120,10545120,INR,netbanking,1787484600,1787657400
pay_000000000035,payment,pay_000000000035,order_000000000035,INV-2026-000035,setl_000000000012,300000000012,4450200,89004,16021,0,4345175,4345175,INR,upi,1787484600,1787657400
pay_000000000036,payment,pay_000000000036,order_000000000036,,setl_000000000013,300000000013,1737800,34756,6256,0,1696788,1696788,INR,upi,1787225400,1787225400
pay_000000000037,payment,pay_000000000037,order_000000000037,,setl_000000000013,300000000013,5066350,101327,18239,0,4946784,4946784,INR,wallet,1787225400,1787225400
pay_000000000038,payment,pay_000000000038,order_000000000038,,setl_000000000014,300000000014,5023200,100464,18084,0,4904652,4904652,INR,card,1785324600,1785497400
pay_000000000039,payment,pay_000000000039,order_000000000039,INV-2026-000039,setl_000000000014,300000000014,4000000,80000,14400,0,3905600,3905600,INR,netbanking,1785497400,1785497400
pay_000000000040,payment,pay_000000000040,order_000000000040,,setl_000000000014,300000000014,12998500,259970,46795,0,12691735,12691735,INR,upi,1785497400,1785497400
pay_000000000041,payment,pay_000000000041,order_000000000041,,setl_000000000014,300000000014,714300,14286,2571,0,697443,697443,INR,upi,1785411000,1785497400
pay_000000000042,payment,pay_000000000042,order_000000000042,INV-2026-000042,setl_000000000014,300000000014,1875600,37512,6752,0,1831336,1831336,INR,wallet,1785411000,1785497400
pay_000000000043,payment,pay_000000000043,order_000000000043,INV-2026-000043,setl_000000000015,300000000015,8759900,175198,31536,0,8553166,8553166,INR,wallet,1781523000,1781695800
pay_000000000044,payment,pay_000000000044,order_000000000044,INV-2026-000044,setl_000000000015,300000000015,25000000,500000,90000,0,24410000,24410000,INR,card,1781609400,1781695800
pay_000000000045,payment,pay_000000000045,order_000000000045,INV-2026-000045,setl_000000000015,300000000015,10129000,202580,36464,0,9889956,9889956,INR,upi,1781609400,1781695800
pay_000000000046,payment,pay_000000000046,order_000000000046,,setl_000000000016,300000000016,1012300,20246,3644,0,988410,988410,INR,card,1782473400,1782646200
pay_000000000047,payment,pay_000000000047,order_000000000047,,setl_000000000016,300000000016,29245500,584910,105284,0,28555306,28555306,INR,wallet,1782473400,1782646200
pay_000000000048,payment,pay_000000000048,order_000000000048,,setl_000000000017,300000000017,21600025,432001,77760,0,21090264,21090264,INR,wallet,1787311800,1787398200
pay_000000000049,payment,pay_000000000049,order_000000000049,,setl_000000000017,300000000017,2863575,57272,10309,0,2795994,2795994,INR,wallet,1787225400,1787398200
pay_000000000050,payment,pay_000000000050,order_000000000050,,setl_000000000017,300000000017,1908800,38176,6872,0,1863752,1863752,INR,upi,1787398200,1787398200
pay_000000000051,payment,pay_000000000051,order_000000000051,,setl_000000000017,300000000017,23100000,462000,83160,0,22554840,22554840,INR,wallet,1787311800,1787398200
pay_000000000052,payment,pay_000000000052,order_000000000052,,setl_000000000018,300000000018,12331400,246628,44393,0,12040379,12040379,INR,netbanking,1787311800,1787398200
pay_000000000053,payment,pay_000000000053,order_000000000053,,setl_000000000018,300000000018,810500,16210,2918,0,791372,791372,INR,netbanking,1787225400,1787398200
pay_000000000054,payment,pay_000000000054,order_000000000054,INV-2026-000054,setl_000000000018,300000000018,3237100,64742,11654,0,3160704,3160704,INR,card,1787398200,1787398200
pay_000000000055,payment,pay_000000000055,order_000000000055,INV-2026-000055,setl_000000000019,300000000019,6500000,130000,23400,0,6346600,6346600,INR,upi,1786275000,1786361400
pay_000000000056,payment,pay_000000000056,order_000000000056,INV-2026-000056,setl_000000000019,300000000019,987600,19752,3555,0,964293,964293,INR,wallet,1786361400,1786361400
pay_000000000057,payment,pay_000000000057,order_000000000057,INV-2026-000057,setl_000000000020,300000000020,22000000,440000,79200,0,21480800,21480800,INR,upi,1784979000,1785151800
pay_000000000058,payment,pay_000000000058,order_000000000058,INV-2026-000058,setl_000000000020,300000000020,5159900,103198,18576,0,5038126,5038126,INR,upi,1785151800,1785151800
pay_000000000059,payment,pay_000000000059,order_000000000059,,setl_000000000020,300000000020,20000000,400000,72000,0,19528000,19528000,INR,upi,1784979000,1785151800
pay_000000000060,payment,pay_000000000060,order_000000000060,INV-2026-000060,setl_000000000020,300000000020,14500000,290000,52200,0,14157800,14157800,INR,card,1785065400,1785151800
pay_000000000061,payment,pay_000000000061,order_000000000061,,setl_000000000020,300000000020,1968100,39362,7085,0,1921653,1921653,INR,card,1785151800,1785151800
pay_000000000062,payment,pay_000000000062,order_000000000062,,setl_000000000021,300000000021,1705500,34110,6140,0,1665250,1665250,INR,upi,1780745400,1780745400
pay_000000000063,payment,pay_000000000063,order_000000000063,,setl_000000000021,300000000021,2930600,58612,10550,0,2861438,2861438,INR,wallet,1780745400,1780745400
pay_000000000064,payment,pay_000000000064,order_000000000064,,setl_000000000021,300000000021,620000,12400,2232,0,605368,605368,INR,wallet,1780659000,1780745400
pay_000000000065,payment,pay_000000000065,order_000000000065,,setl_000000000021,300000000021,17100000,342000,61560,0,16696440,16696440,INR,netbanking,1780745400,1780745400
pay_000000000066,payment,pay_000000000066,order_000000000066,INV-2026-000066,setl_000000000021,300000000021,1716000,34320,6178,0,1675502,1675502,INR,upi,1780572600,1780745400
pay_000000000067,payment,pay_000000000067,order_000000000067,,setl_000000000022,300000000022,6800099,136002,24480,0,6639617,6639617,INR,upi,1782387000,1782559800
pay_000000000068,payment,pay_000000000068,order_000000000068,INV-2026-000068,setl_000000000022,300000000022,3525200,70504,12691,0,3442005,3442005,INR,wallet,1782387000,1782559800
pay_000000000069,payment,pay_000000000069,order_000000000069,,setl_000000000022,300000000022,2000000,40000,7200,0,1952800,1952800,INR,card,1782559800,1782559800
pay_000000000070,payment,pay_000000000070,order_000000000070,,setl_000000000022,300000000022,1396200,27924,5026,0,1363250,1363250,INR,card,1782473400,1782559800
pay_000000000071,payment,pay_000000000071,order_000000000071,,setl_000000000022,300000000022,6975400,139508,25111,0,6810781,6810781,INR,upi,1782387000,1782559800
pay_000000000072,payment,pay_000000000072,order_000000000072,INV-2026-000072,setl_000000000023,300000000023,3334000,66680,12002,0,3255318,3255318,INR,wallet,1783769400,1783855800
pay_000000000073,payment,pay_000000000073,order_000000000073,,setl_000000000023,300000000023,1968800,39376,7088,0,1922336,1922336,INR,wallet,1783683000,1783855800
pay_000000000074,payment,pay_000000000074,order_000000000074,,setl_000000000023,300000000023,26454600,529092,95237,0,25830271,25830271,INR,wallet,1783855800,1783855800
pay_000000000075,payment,pay_000000000075,order_000000000075,,setl_000000000023,300000000023,25000000,500000,90000,0,24410000,24410000,INR,card,1783855800,1783855800
pay_000000000076,payment,pay_000000000076,order_000000000076,,setl_000000000023,300000000023,6000000,120000,21600,0,5858400,5858400,INR,upi,1783683000,1783855800
pay_000000000077,payment,pay_000000000077,order_000000000077,,setl_000000000024,300000000024,2631600,52632,9474,0,2569494,2569494,INR,upi,1785065400,1785065400
pay_000000000078,payment,pay_000000000078,order_000000000078,,setl_000000000024,300000000024,1000000,20000,3600,0,976400,976400,INR,card,1784979000,1785065400
pay_000000000079,payment,pay_000000000079,order_000000000079,,setl_000000000024,300000000024,4416800,88336,15900,0,4312564,4312564,INR,wallet,1785065400,1785065400
pay_000000000080,payment,pay_000000000080,order_000000000080,,setl_000000000025,300000000025,21800000,436000,78480,0,21285520,21285520,INR,card,1786707000,1786793400
pay_000000000081,payment,pay_000000000081,order_000000000081,,setl_000000000025,300000000025,5223300,104466,18804,0,5100030,5100030,INR,netbanking,1786707000,1786793400
pay_000000000082,payment,pay_000000000082,order_000000000082,,setl_000000000025,300000000025,15000000,300000,54000,0,14646000,14646000,INR,upi,1786620600,1786793400
pay_000000000083,payment,pay_000000000083,order_000000000083,,setl_000000000025,300000000025,4904550,98091,17656,0,4788803,4788803,INR,card,1786620600,1786793400
pay_000000000084,payment,pay_000000000084,order_000000000084,INV-2026-000084,setl_000000000025,300000000025,2096350,41927,7547,0,2046876,2046876,INR,upi,1786620600,1786793400
pay_000000000085,payment,pay_000000000085,order_000000000085,,setl_000000000026,300000000026,7188400,143768,25878,0,7018754,7018754,INR,netbanking,1783164600,1783251000
pay_000000000086,payment,pay_000000000086,order_000000000086,,setl_000000000026,300000000026,10390650,207813,37406,0,10145431,10145431,INR,wallet,1783078200,1783251000
pay_000000000087,payment,pay_000000000087,order_000000000087,,setl_000000000026,300000000026,2073525,41471,7465,0,2024589,2024589,INR,wallet,1783164600,1783251000
pay_000000000088,payment,pay_000000000088,order_000000000088,,setl_000000000026,300000000026,13500000,270000,48600,0,13181400,13181400,INR,upi,1783078200,1783251000
pay_000000000089,payment,pay_000000000089,order_000000000089,,setl_000000000027,300000000027,4044800,80896,14561,0,3949343,3949343,INR,wallet,1783510200,1783596600
pay_000000000090,payment,pay_000000000090,order_000000000090,,setl_000000000027,300000000027,6175400,123508,22231,0,6029661,6029661,INR,netbanking,1783510200,1783596600
pay_000000000091,payment,pay_000000000091,order_000000000091,,setl_000000000028,300000000028,4000000,80000,14400,0,3905600,3905600,INR,upi,1785151800,1785324600
pay_000000000092,payment,pay_000000000092,order_000000000092,,setl_000000000028,300000000028,11361600,227232,40902,0,11093466,11093466,INR,card,1785324600,1785324600
pay_000000000093,payment,pay_000000000093,order_000000000093,,setl_000000000028,300000000028,3531325,70627,12713,0,3447985,3447985,INR,card,1785238200,1785324600
pay_000000000094,payment,pay_000000000094,order_000000000094,,setl_000000000029,300000000029,4157500,83150,14967,0,4059383,4059383,INR,netbanking,1785756600,1785929400
pay_000000000095,payment,pay_000000000095,order_000000000095,,setl_000000000029,300000000029,4277500,85550,15399,0,4176551,4176551,INR,upi,1785843000,1785929400
pay_000000000096,payment,pay_000000000096,order_000000000096,INV-2026-000096,setl_000000000029,300000000029,4946200,98924,17806,0,4829470,4829470,INR,card,1785756600,1785929400
pay_000000000097,payment,pay_000000000097,order_000000000097,,setl_000000000029,300000000029,30000000,600000,108000,0,29292000,29292000,INR,netbanking,1785843000,1785929400
pay_000000000098,payment,pay_000000000098,order_000000000098,,setl_000000000029,300000000029,7720300,154406,27793,0,7538101,7538101,INR,card,1785756600,1785929400
pay_000000000099,payment,pay_000000000099,order_000000000099,,setl_000000000030,300000000030,2000075,40002,7200,0,1952873,1952873,INR,netbanking,1781177400,1781177400
pay_000000000100,payment,pay_000000000100,order_000000000100,INV-2026-000100,setl_000000000030,300000000030,8769899,175398,31572,0,8562929,8562929,INR,netbanking,1781004600,1781177400
pay_000000000101,payment,pay_000000000101,order_000000000101,,setl_000000000030,300000000030,860600,17212,3098,0,840290,840290,INR,upi,1781004600,1781177400
pay_000000000102,payment,pay_000000000102,order_000000000102,,setl_000000000030,300000000030,28500000,570000,102600,0,27827400,27827400,INR,wallet,1781091000,1781177400
pay_000000000103,payment,pay_000000000103,order_000000000103,,setl_000000000030,300000000030,3629300,72586,13065,0,3543649,3543649,INR,netbanking,1781004600,1781177400
pay_000000000104,payment,pay_000000000104,order_000000000104,,setl_000000000031,300000000031,19000000,380000,68400,0,18551600,18551600,INR,upi,1785238200,1785324600
pay_000000000105,payment,pay_000000000105,order_000000000105,INV-2026-000105,setl_000000000031,300000000031,3476700,69534,12516,0,3394650,3394650,INR,wallet,1785324600,1785324600
pay_000000000106,payment,pay_000000000106,order_000000000106,,setl_000000000031,300000000031,2704825,54097,9737,0,2640991,2640991,INR,netbanking,1785238200,1785324600
pay_000000000107,payment,pay_000000000107,order_000000000107,,setl_000000000032,300000000032,5000000,100000,18000,0,4882000,4882000,INR,upi,1782041400,1782214200
pay_000000000108,payment,pay_000000000108,order_000000000108,,setl_000000000032,300000000032,1557100,31142,5606,0,1520352,1520352,INR,wallet,1782214200,1782214200
pay_000000000109,payment,pay_000000000109,order_000000000109,,setl_000000000032,300000000032,1542600,30852,5553,0,1506195,1506195,INR,card,1782214200,1782214200
pay_000000000110,payment,pay_000000000110,order_000000000110,,setl_000000000032,300000000032,5459025,109181,19653,0,5330191,5330191,INR,card,1782127800,1782214200
pay_000000000111,payment,pay_000000000111,order_000000000111,INV-2026-000111,setl_000000000032,300000000032,11476075,229522,41314,0,11205239,11205239,INR,card,1782214200,1782214200
pay_000000000112,payment,pay_000000000112,order_000000000112,,setl_000000000033,300000000033,10703000,214060,38531,0,10450409,10450409,INR,netbanking,1786361400,1786534200
pay_000000000113,payment,pay_000000000113,order_000000000113,,setl_000000000033,300000000033,5934700,118694,21365,0,5794641,5794641,INR,netbanking,1786447800,1786534200
pay_000000000114,payment,pay_000000000114,order_000000000114,INV-2026-000114,setl_000000000033,300000000033,12745800,254916,45885,0,12444999,12444999,INR,netbanking,1786534200,1786534200
pay_000000000115,payment,pay_000000000115,order_000000000115,,setl_000000000033,300000000033,1500000,30000,5400,0,1464600,1464600,INR,upi,1786361400,1786534200
pay_000000000116,payment,pay_000000000116,order_000000000116,,setl_000000000033,300000000033,2214800,44296,7973,0,2162531,2162531,INR,upi,1786447800,1786534200
pay_000000000117,payment,pay_000000000117,order_000000000117,,setl_000000000034,300000000034,2375700,47514,8553,0,2319633,2319633,INR,upi,1783251000,1783423800
pay_000000000118,payment,pay_000000000118,order_000000000118,INV-2026-000118,setl_000000000034,300000000034,28600000,572000,102960,0,27925040,27925040,INR,card,1783337400,1783423800
pay_000000000119,payment,pay_000000000119,order_000000000119,INV-2026-000119,setl_000000000034,300000000034,29900000,598000,107640,0,29194360,29194360,INR,wallet,1783337400,1783423800
pay_000000000120,payment,pay_000000000120,order_000000000120,,setl_000000000034,300000000034,1500000,30000,5400,0,1464600,1464600,INR,netbanking,1783337400,1783423800
pay_000000000121,payment,pay_000000000121,order_000000000121,,setl_000000000035,300000000035,7500025,150001,27000,0,7323024,7323024,INR,upi,1781609400,1781782200
pay_000000000122,payment,pay_000000000122,order_000000000122,INV-2026-000122,setl_000000000035,300000000035,2207600,44152,7947,0,2155501,2155501,INR,card,1781782200,1781782200
pay_000000000123,payment,pay_000000000123,order_000000000123,,setl_000000000035,300000000035,583200,11664,2100,0,569436,569436,INR,wallet,1781695800,1781782200
pay_000000000124,payment,pay_000000000124,order_000000000124,,setl_000000000036,300000000036,3285800,65716,11829,0,3208255,3208255,INR,upi,1782387000,1782473400
pay_000000000125,payment,pay_000000000125,order_000000000125,INV-2026-000125,setl_000000000036,300000000036,7733700,154674,27841,0,7551185,7551185,INR,card,1782473400,1782473400
pay_000000000126,payment,pay_000000000126,order_000000000126,,setl_000000000036,300000000036,22907175,458144,82466,0,22366565,22366565,INR,wallet,1782473400,1782473400
pay_000000000127,payment,pay_000000000127,order_000000000127,INV-2026-000127,setl_000000000036,300000000036,19560600,391212,70418,0,19098970,19098970,INR,upi,1782473400,1782473400
pay_000000000128,payment,pay_000000000128,order_000000000128,,setl_000000000036,300000000036,4221600,84432,15198,0,4121970,4121970,INR,wallet,1782387000,1782473400
pay_000000000129,payment,pay_000000000129,order_000000000129,,setl_000000000037,300000000037,23500000,470000,84600,0,22945400,22945400,INR,upi,1780745400,1780831800
pay_000000000130,payment,pay_000000000130,order_000000000130,,setl_000000000037,300000000037,2645200,52904,9523,0,2582773,2582773,INR,card,1780831800,1780831800
pay_000000000131,payment,pay_000000000131,order_000000000131,INV-2026-000131,setl_000000000037,300000000037,1277600,25552,4599,0,1247449,1247449,INR,upi,1780745400,1780831800
pay_000000000132,payment,pay_000000000132,order_000000000132,INV-2026-000132,setl_000000000038,300000000038,12500000,250000,45000,0,12205000,12205000,INR,wallet,1783769400,1783942200
pay_000000000133,payment,pay_000000000133,order_000000000133,,setl_000000000038,300000000038,5561500,111230,20021,0,5430249,5430249,INR,wallet,1783769400,1783942200
pay_000000000134,payment,pay_000000000134,order_000000000134,,setl_000000000039,300000000039,18900000,378000,68040,0,18453960,18453960,INR,wallet,1783855800,1783942200
pay_000000000135,payment,pay_000000000135,order_000000000135,INV-2026-000135,setl_000000000039,300000000039,9600000,192000,34560,0,9373440,9373440,INR,netbanking,1783855800,1783942200
pay_000000000136,payment,pay_000000000136,order_000000000136,,setl_000000000040,300000000040,2340800,46816,8427,0,2285557,2285557,INR,upi,1780572600,1780745400
pay_000000000137,payment,pay_000000000137,order_000000000137,,setl_000000000040,300000000040,15000000,300000,54000,0,14646000,14646000,INR,upi,1780572600,1780745400
pay_000000000138,payment,pay_000000000138,order_000000000138,INV-2026-000138,setl_000000000040,300000000040,25000000,500000,90000,0,24410000,24410000,INR,netbanking,1780745400,1780745400
pay_000000000139,payment,pay_000000000139,order_000000000139,,setl_000000000040,300000000040,29100000,582000,104760,0,28413240,28413240,INR,netbanking,1780745400,1780745400
pay_000000000140,payment,pay_000000000140,order_000000000140,INV-2026-000140,setl_000000000040,300000000040,4000000,80000,14400,0,3905600,3905600,INR,netbanking,1780572600,1780745400
pay_000000000141,payment,pay_000000000141,order_000000000141,,setl_000000000041,300000000041,2500099,50002,9000,0,2441097,2441097,INR,wallet,1785670200,1785670200
pay_000000000142,payment,pay_000000000142,order_000000000142,INV-2026-000142,setl_000000000041,300000000041,6399375,127988,23038,0,6248349,6248349,INR,netbanking,1785497400,1785670200
pay_000000000143,payment,pay_000000000143,order_000000000143,,setl_000000000041,300000000041,2852150,57043,10268,0,2784839,2784839,INR,upi,1785583800,1785670200
pay_000000000144,payment,pay_000000000144,order_000000000144,,setl_000000000041,300000000041,3488000,69760,12557,0,3405683,3405683,INR,netbanking,1785583800,1785670200
pay_000000000145,payment,pay_000000000145,order_000000000145,,setl_000000000042,300000000042,1869100,37382,6729,0,1824989,1824989,INR,card,1783596600,1783769400
pay_000000000146,payment,pay_000000000146,order_000000000146,INV-2026-000146,setl_000000000042,300000000042,392625,7853,1414,0,383358,383358,INR,card,1783596600,1783769400
pay_000000000147,payment,pay_000000000147,order_000000000147,INV-2026-000147,setl_000000000043,300000000043,10000025,200001,36000,0,9764024,9764024,INR,netbanking,1786707000,1786707000
pay_000000000148,payment,pay_000000000148,order_000000000148,,setl_000000000043,300000000043,1694600,33892,6101,0,1654607,1654607,INR,netbanking,1786620600,1786707000
pay_000000000149,payment,pay_000000000149,order_000000000149,,setl_000000000043,300000000043,3462399,69248,12465,0,3380686,3380686,INR,upi,1786620600,1786707000
pay_000000000150,payment,pay_000000000150,order_000000000150,,setl_000000000044,300000000044,12658475,253170,45571,0,12359734,12359734,INR,card,1784374200,1784547000
pay_000000000151,payment,pay_000000000151,order_000000000151,,setl_000000000044,300000000044,956500,19130,3443,0,933927,933927,INR,upi,1784460600,1784547000
pay_000000000152,payment,pay_000000000152,order_000000000152,INV-2026-000152,setl_000000000045,300000000045,6000099,120002,21600,0,5858497,5858497,INR,upi,1784979000,1785065400
pay_000000000153,payment,pay_000000000153,order_000000000153,,setl_000000000045,300000000045,546200,10924,1966,0,533310,533310,INR,netbanking,1784892600,1785065400
pay_000000000154,payment,pay_000000000154,order_000000000154,INV-2026-000154,setl_000000000046,300000000046,16344700,326894,58841,0,15958965,15958965,INR,wallet,1785324600,1785497400
pay_000000000155,payment,pay_000000000155,order_000000000155,,setl_000000000046,300000000046,2563100,51262,9227,0,2502611,2502611,INR,netbanking,1785324600,1785497400
pay_000000000156,payment,pay_000000000156,order_000000000156,,setl_000000000046,300000000046,756800,15136,2724,0,738940,738940,INR,upi,1785411000,1785497400
pay_000000000157,payment,pay_000000000157,order_000000000157,,setl_000000000047,300000000047,4896800,97936,17628,0,4781236,4781236,INR,upi,1783596600,1783769400
pay_000000000158,payment,pay_000000000158,order_000000000158,INV-2026-000158,setl_000000000047,300000000047,1076299,21526,3875,0,1050898,1050898,INR,card,1783596600,1783769400
pay_000000000159,payment,pay_000000000159,order_000000000159,,setl_000000000047,300000000047,1063300,21266,3828,0,1038206,1038206,INR,netbanking,1783596600,1783769400
pay_000000000160,payment,pay_000000000160,order_000000000160,INV-2026-000160,setl_000000000048,300000000048,14007450,280149,50427,0,13676874,13676874,INR,upi,1786534200,1786620600
pay_000000000161,payment,pay_000000000161,order_000000000161,,setl_000000000048,300000000048,22700000,454000,81720,0,22164280,22164280,INR,card,1786447800,1786620600
pay_000000000162,payment,pay_000000000162,order_000000000162,,setl_000000000048,300000000048,684100,13682,2463,0,667955,667955,INR,card,1786620600,1786620600
pay_000000000163,payment,pay_000000000163,order_000000000163,INV-2026-000163,setl_000000000048,300000000048,27200000,544000,97920,0,26558080,26558080,INR,wallet,1786620600,1786620600
pay_000000000164,payment,pay_000000000164,order_000000000164,,setl_000000000049,300000000049,418200,8364,1506,0,408330,408330,INR,upi,1780745400,1780918200
pay_000000000165,payment,pay_000000000165,order_000000000165,,setl_000000000049,300000000049,13976500,279530,50315,0,13646655,13646655,INR,wallet,1780918200,1780918200
pay_000000000166,payment,pay_000000000166,order_000000000166,INV-2026-000166,setl_000000000049,300000000049,3246575,64932,11688,0,3169955,3169955,INR,upi,1780918200,1780918200
pay_000000000167,payment,pay_000000000167,order_000000000167,,setl_000000000049,300000000049,741000,14820,2668,0,723512,723512,INR,card,1780745400,1780918200
pay_000000000168,payment,pay_000000000168,order_000000000168,INV-2026-000168,setl_000000000050,300000000050,1725300,34506,6211,0,1684583,1684583,INR,card,1787139000,1787311800
pay_000000000169,payment,pay_000000000169,order_000000000169,,setl_000000000050,300000000050,4814900,96298,17334,0,4701268,4701268,INR,netbanking,1787225400,1787311800
pay_000000000170,payment,pay_000000000170,order_000000000170,INV-2026-000170,setl_000000000050,300000000050,29400000,588000,105840,0,28706160,28706160,INR,card,1787139000,1787311800
pay_000000000171,payment,pay_000000000171,order_000000000171,,setl_000000000051,300000000051,28200050,564001,101520,0,27534529,27534529,INR,upi,1786966200,1786966200
pay_000000000172,payment,pay_000000000172,order_000000000172,,setl_000000000051,300000000051,1526825,30537,5497,0,1490791,1490791,INR,card,1786966200,1786966200
pay_000000000173,payment,pay_000000000173,order_000000000173,,setl_000000000051,300000000051,1252700,25054,4510,0,1223136,1223136,INR,wallet,1786966200,1786966200
pay_000000000174,payment,pay_000000000174,order_000000000174,,setl_000000000051,300000000051,25000099,500002,90000,0,24410097,24410097,INR,wallet,1786966200,1786966200
pay_000000000175,payment,pay_000000000175,order_000000000175,,setl_000000000051,300000000051,1937200,38744,6974,0,1891482,1891482,INR,upi,1786966200,1786966200
pay_000000000176,payment,pay_000000000176,order_000000000176,,setl_000000000052,300000000052,2401200,48024,8644,0,2344532,2344532,INR,card,1784287800,1784460600
