invoice_id,settlement_id,txn_id,case_type,notes
INV-2026-000061,setl_000000000017,TXN00000017,clean,exact 1:1:1
INV-2026-000062,setl_000000000018,TXN00000018,clean,exact 1:1:1
INV-2026-000063,setl_000000000019,TXN00000019,clean,exact 1:1:1
INV-2026-000064,setl_000000000020,TXN00000020,clean,exact 1:1:1
INV-2026-000065,setl_000000000021,TXN00000021,clean,exact 1:1:1
INV-2026-000066,setl_000000000022,TXN00000022,clean,exact 1:1:1
INV-2026-000067,setl_000000000023,TXN00000023,clean,exact 1:1:1
INV-2026-000068,setl_000000000024,TXN00000024,clean,exact 1:1:1
INV-2026-000069,setl_000000000025,TXN00000025,clean,exact 1:1:1
INV-2026-000070,setl_000000000026,TXN00000026,clean,exact 1:1:1
INV-2026-000071,setl_000000000027,TXN00000027,clean,exact 1:1:1
INV-2026-000072,setl_000000000028,TXN00000028,clean,exact 1:1:1
INV-2026-000073,setl_000000000029,TXN00000029,clean,exact 1:1:1
INV-2026-000074,setl_000000000030,TXN00000030,clean,exact 1:1:1
INV-2026-000075,setl_000000000031,TXN00000031,clean,exact 1:1:1
INV-2026-000076,setl_000000000032,TXN00000032,clean,exact 1:1:1
INV-2026-000077,setl_000000000033,TXN00000033,clean,exact 1:1:1
INV-2026-000078,setl_000000000034,TXN00000034,clean,exact 1:1:1
INV-2026-000079,setl_000000000035,TXN00000035,clean,exact 1:1:1
INV-2026-000080,setl_000000000036,TXN00000036,clean,exact 1:1:1
INV-2026-000081,setl_000000000037,TXN00000037,clean,exact 1:1:1
INV-2026-000082,setl_000000000038,TXN00000038,clean,exact 1:1:1
INV-2026-000083,setl_000000000039,TXN00000039,clean,exact 1:1:1
INV-2026-000084,setl_000000000040,TXN00000040,clean,exact 1:1:1
INV-2026-000085,setl_000000000041,TXN00000041,clean,exact 1:1:1
INV-2026-000086,setl_000000000042,TXN00000042,clean,exact 1:1:1
INV-2026-000087,setl_000000000043,TXN00000043,clean,exact 1:1:1
INV-2026-000088,setl_000000000044,TXN00000044,clean,exact 1:1:1
INV-2026-000089,setl_000000000045,TXN00000045,clean,exact 1:1:1
INV-2026-000090,setl_000000000046,TXN00000046,clean,exact 1:1:1
INV-2026-000091,setl_000000000047,TXN00000047,clean,exact 1:1:1
INV-2026-000092,setl_000000000048,TXN00000048,clean,exact 1:1:1
INV-2026-000093,setl_000000000049,TXN00000049,clean,exact 1:1:1
INV-2026-000094,setl_000000000050,TXN00000050,clean,exact 1:1:1
INV-2026-000095,setl_000000000051,TXN00000051,clean,exact 1:1:1
INV-2026-000096,setl_000000000052,TXN00000052,clean,exact 1:1:1
INV-2026-000097,setl_000000000053,TXN00000053,clean,exact 1:1:1
INV-2026-000098,setl_000000000054,TXN00000054,clean,exact 1:1:1
INV-2026-000099,setl_000000000055,TXN00000055,clean,exact 1:1:1
INV-2026-000100,setl_000000000056,TXN00000056,clean,exact 1:1:1
INV-2026-000101,setl_000000000057,TXN00000057,clean,exact 1:1:1
INV-2026-000102,setl_000000000058,TXN00000058,clean,exact 1:1:1
INV-2026-000103,setl_000000000059,TXN00000059,clean,exact 1:1:1
INV-2026-000104,setl_000000000060,TXN00000060,clean,exact 1:1:1
INV-2026-000105,setl_000000000061,TXN00000061,clean,exact 1:1:1
INV-2026-000106,setl_000000000062,TXN00000062,clean,exact 1:1:1
INV-2026-000107,setl_000000000063,TXN00000063,clean,exact 1:1:1
INV-2026-000108,setl_000000000064,TXN00000064,clean,exact 1:1:1
INV-2026-000109,setl_000000000065,TXN00000065,clean,exact 1:1:1
INV-2026-000110,setl_000000000066,TXN00000066,clean,exact 1:1:1
INV-2026-000111,setl_000000000067,TXN00000067,clean,exact 1:1:1
INV-2026-000112,setl_000000000068,TXN00000068,clean,exact 1:1:1
INV-2026-000113,setl_000000000069,TXN00000069,clean,exact 1:1:1
INV-2026-000114,setl_000000000070,TXN00000070,clean,exact 1:1:1
INV-2026-000115,setl_000000000071,TXN00000071,clean,exact 1:1:1
INV-2026-000116,setl_000000000072,TXN00000072,clean,exact 1:1:1
INV-2026-000117,setl_000000000073,TXN00000073,clean,exact 1:1:1
INV-2026-000118,setl_000000000074,TXN00000074,clean,exact 1:1:1
INV-2026-000119,setl_000000000075,TXN00000075,clean,exact 1:1:1
INV-2026-000120,setl_000000000076,TXN00000076,clean,exact 1:1:1
INV-2026-000121,setl_000000000077,TXN00000077,clean,exact 1:1:1
INV-2026-000122,setl_000000000078,TXN00000078,clean,exact 1:1:1
INV-2026-000123,setl_000000000079,TXN00000079,clean,exact 1:1:1
INV-2026-000124,setl_000000000080,TXN00000080,clean,exact 1:1:1
INV-2026-000125,setl_000000000081,TXN00000081,clean,exact 1:1:1
INV-2026-000126,setl_000000000082,TXN00000082,clean,exact 1:1:1
INV-2026-000127,setl_000000000083,TXN00000083,clean,exact 1:1:1
INV-2026-000128,setl_000000000084,TXN00000084,clean,exact 1:1:1
INV-2026-000129,setl_000000000085,TXN00000085,clean,exact 1:1:1
INV-2026-000130,setl_000000000086,TXN00000086,clean,exact 1:1:1
INV-2026-000131,setl_000000000087,TXN00000087,clean,exact 1:1:1
INV-2026-000132,setl_000000000088,TXN00000088,clean,exact 1:1:1
INV-2026-000133,setl_000000000089,TXN00000089,clean,exact 1:1:1
INV-2026-000134,setl_000000000090,TXN00000090,clean,exact 1:1:1
INV-2026-000135,setl_000000000091,TXN00000091,clean,exact 1:1:1
INV-2026-000136,setl_000000000092,TXN00000092,clean,exact 1:1:1
INV-2026-000137,setl_000000000093,TXN00000093,clean,exact 1:1:1
INV-2026-000138,setl_000000000094,TXN00000094,clean,exact 1:1:1
INV-2026-000139,setl_000000000095,TXN00000095,clean,exact 1:1:1
INV-2026-000140,setl_000000000096,TXN00000096,clean,exact 1:1:1
INV-2026-000141,setl_000000000097,TXN00000097,clean,exact 1:1:1
INV-2026-000142,setl_000000000098,TXN00000098,clean,exact 1:1:1
INV-2026-000143,setl_000000000099,TXN00000099,clean,exact 1:1:1
INV-2026-000144,setl_000000000100,TXN00000100,clean,exact 1:1:1
INV-2026-000145,setl_000000000101,TXN00000101,clean,exact 1:1:1
INV-2026-000146,setl_000000000102,TXN00000102,clean,exact 1:1:1
INV-2026-000147,setl_000000000103,TXN00000103,clean,exact 1:1:1
INV-2026-000148,setl_000000000104,TXN00000104,clean,exact 1:1:1
INV-2026-000149,setl_000000000105,TXN00000105,clean,exact 1:1:1
INV-2026-000150,setl_000000000106,TXN00000106,clean,exact 1:1:1
INV-2026-000151,setl_000000000107,TXN00000107,clean,exact 1:1:1
INV-2026-000152,setl_000000000108,TXN00000108,clean,exact 1:1:1
INV-2026-000153,setl_000000000109,TXN00000109,clean,exact 1:1:1
INV-2026-000154,setl_000000000110,TXN00000110,clean,exact 1:1:1
INV-2026-000155,setl_000000000111,TXN00000111,clean,exact 1:1:1
INV-2026-000156,setl_000000000112,TXN00000112,clean,exact 1:1:1
INV-2026-000157,setl_000000000113,TXN00000113,clean,exact 1:1:1
INV-2026-000158,setl_000000000114,TXN00000114,clean,exact 1:1:1
INV-2026-000159,setl_000000000115,TXN00000115,clean,exact 1:1:1
INV-2026-000160,setl_000000000116,TXN00000116,clean,exact 1:1:1
INV-2026-000161,setl_000000000117,TXN00000117,clean,exact 1:1:1
INV-2026-000162,setl_000000000118,TXN00000118,clean,exact 1:1:1
INV-2026-000163,setl_000000000119,TXN00000119,clean,exact 1:1:1
INV-2026-000164,setl_000000000120,TXN00000120,clean,exact 1:1:1
INV-2026-000165,setl_000000000121,TXN00000121,clean,exact 1:1:1
INV-2026-000166,setl_000000000122,TXN00000122,clean,exact 1:1:1
INV-2026-000167,setl_000000000123,TXN00000123,clean,exact 1:1:1
INV-2026-000168,setl_000000000124,TXN00000124,clean,exact 1:1:1
INV-2026-000169,setl_000000000125,TXN00000125,clean,exact 1:1:1
INV-2026-000170,setl_000000000126,TXN00000126,clean,exact 1:1:1
INV-2026-000171,setl_000000000127,TXN00000127,clean,exact 1:1:1
INV-2026-000172,setl_000000000128,TXN00000128,clean,exact 1:1:1
INV-2026-000173,setl_000000000129,TXN00000129,clean,exact 1:1:1
INV-2026-000174,setl_000000000130,TXN00000130,clean,exact 1:1:1
INV-2026-000175,setl_000000000131,TXN00000131,clean,exact 1:1:1
INV-2026-000176,setl_000000000132,TXN00000132,clean,exact 1:1:1
INV-2026-000177,setl_000000000133,TXN00000133,clean,exact 1:1:1
INV-2026-000178,setl_000000000134,TXN00000134,clean,exact 1:1:1
INV-2026-000179,setl_000000000135,TXN00000135,clean,exact 1:1:1
INV-2026-000180,setl_000000000136,TXN00000136,clean,exact 1:1:1
INV-2026-000181,setl_000000000137,TXN00000137,clean,exact 1:1:1
INV-2026-000182,setl_000000000138,TXN00000138,clean,exact 1:1:1
INV-2026-000183,setl_000000000139,TXN00000139,clean,exact 1:1:1
INV-2026-000184,setl_000000000140,TXN00000140,clean,exact 1:1:1
INV-2026-000185,setl_000000000141,TXN00000141,clean,exact 1:1:1
INV-2026-000186,setl_000000000142,TXN00000142,clean,exact 1:1:1
INV-2026-000187,setl_000000000143,TXN00000143,clean,exact 1:1:1
INV-2026-000188,setl_000000000144,TXN00000144,clean,exact 1:1:1
INV-2026-000189,setl_000000000145,TXN00000145,clean,exact 1:1:1
INV-2026-000190,setl_000000000146,TXN00000146,clean,exact 1:1:1
INV-2026-000191,setl_000000000147,TXN00000147,clean,exact 1:1:1
INV-2026-000192,setl_000000000148,TXN00000148,clean,exact 1:1:1
INV-2026-000193,setl_000000000149,TXN00000149,clean,exact 1:1:1
INV-2026-000194,setl_000000000150,TXN00000150,clean,exact 1:1:1
INV-2026-000195,setl_000000000151,TXN00000151,clean,exact 1:1:1
INV-2026-000196,setl_000000000152,TXN00000152,clean,exact 1:1:1
INV-2026-000197,setl_000000000153,TXN00000153,clean,exact 1:1:1
INV-2026-000198,setl_000000000154,TXN00000154,clean,exact 1:1:1
INV-2026-000199,setl_000000000155,TXN00000155,clean,exact 1:1:1
INV-2026-000200,setl_000000000156,TXN00000156,clean,exact 1:1:1
INV-2026-000201,setl_000000000157,TXN00000157,clean,exact 1:1:1
INV-2026-000202,setl_000000000158,TXN00000158,clean,exact 1:1:1
INV-2026-000203,setl_000000000159,TXN00000159,clean,exact 1:1:1
INV-2026-000204,setl_000000000160,TXN00000160,clean,exact 1:1:1
INV-2026-000205,setl_000000000161,TXN00000161,clean,exact 1:1:1
INV-2026-000206,setl_000000000162,TXN00000162,clean,exact 1:1:1
INV-2026-000207,setl_000000000163,TXN00000163,clean,exact 1:1:1
INV-2026-000208,setl_000000000164,TXN00000164,clean,exact 1:1:1
INV-2026-000209,setl_000000000165,TXN00000165,clean,exact 1:1:1
INV-2026-000210,setl_000000000166,TXN00000166,clean,exact 1:1:1
INV-2026-000211,setl_000000000167,TXN00000167,clean,exact 1:1:1
INV-2026-000212,setl_000000000168,TXN00000168,clean,exact 1:1:1
INV-2026-000213,setl_000000000169,TXN00000169,clean,exact 1:1:1
INV-2026-000214,setl_000000000170,TXN00000170,clean,exact 1:1:1
INV-2026-000215,setl_000000000171,TXN00000171,clean,exact 1:1:1
INV-2026-000216,setl_000000000172,TXN00000172,clean,exact 1:1:1
INV-2026-000217,setl_000000000173,TXN00000173,clean,exact 1:1:1
INV-2026-000218,setl_000000000174,TXN00000174,clean,exact 1:1:1
INV-2026-000219,setl_000000000175,TXN00000175,clean,exact 1:1:1
INV-2026-000220,setl_000000000176,TXN00000176,clean,exact 1:1:1
INV-2026-000221,setl_000000000177,TXN00000177,clean,exact 1:1:1
INV-2026-000222,setl_000000000178,TXN00000178,clean,exact 1:1:1
INV-2026-000223,setl_000000000179,TXN00000179,clean,exact 1:1:1
INV-2026-000224,setl_000000000180,TXN00000180,clean,exact 1:1:1
INV-2026-000225,setl_000000000181,TXN00000181,clean,exact 1:1:1
INV-2026-000226,setl_000000000182,TXN00000182,clean,exact 1:1:1
INV-2026-000227,setl_000000000183,TXN00000183,clean,exact 1:1:1
INV-2026-000228,setl_000000000184,TXN00000184,clean,exact 1:1:1
INV-2026-000229,setl_000000000185,TXN00000185,clean,exact 1:1:1
INV-2026-000230,setl_000000000186,TXN00000186,clean,exact 1:1:1
INV-2026-000231,setl_000000000187,TXN00000187,clean,exact 1:1:1
INV-2026-000232,setl_000000000188,TXN00000188,clean,exact 1:1:1
INV-2026-000233,setl_000000000189,TXN00000189,clean,exact 1:1:1
INV-2026-000234,setl_000000000190,TXN00000190,clean,exact 1:1:1
INV-2026-000235,setl_000000000191,TXN00000191,clean,exact 1:1:1
INV-2026-000236,setl_000000000192,TXN00000192,clean,exact 1:1:1
INV-2026-000237,setl_000000000193,TXN00000193,clean,exact 1:1:1
INV-2026-000238,setl_000000000194,TXN00000194,clean,exact 1:1:1
INV-2026-000239,setl_000000000195,TXN00000195,clean,exact 1:1:1
INV-2026-000240,setl_000000000196,TXN00000196,clean,exact 1:1:1
INV-2026-000241,setl_000000000197,TXN00000197,clean,exact 1:1:1
INV-2026-000242,setl_000000000198,TXN00000198,clean,exact 1:1:1
INV-2026-000243,setl_000000000199,TXN00000199,clean,exact 1:1:1
INV-2026-000244,setl_000000000200,TXN00000200,clean,exact 1:1:1
INV-2026-000245,setl_000000000201,TXN00000201,clean,exact 1:1:1
INV-2026-000246,setl_000000000202,TXN00000202,clean,exact 1:1:1
INV-2026-000247,setl_000000000203,TXN00000203,clean,exact 1:1:1
INV-2026-000248,setl_000000000204,TXN00000204,clean,exact 1:1:1
INV-2026-000249,setl_000000000205,TXN00000205,clean,exact 1:1:1
INV-2026-000250,setl_000000000206,TXN00000206,clean,exact 1:1:1
INV-2026-000251,setl_000000000207,TXN00000207,clean,exact 1:1:1
INV-2026-000252,setl_000000000208,TXN00000208,clean,exact 1:1:1
INV-2026-000253,setl_000000000209,TXN00000209,clean,exact 1:1:1
INV-2026-000254,setl_000000000210,TXN00000210,clean,exact 1:1:1
INV-2026-000255,setl_000000000211,TXN00000211,clean,exact 1:1:1
INV-2026-000256,setl_000000000212,TXN00000212,clean,exact 1:1:1
INV-2026-000257,setl_000000000213,TXN00000213,clean,exact 1:1:1
INV-2026-000258,setl_000000000214,TXN00000214,clean,exact 1:1:1
INV-2026-000259,setl_000000000215,TXN00000215,clean,exact 1:1:1
INV-2026-000260,setl_000000000216,TXN00000216,clean,exact 1:1:1
INV-2026-000261,setl_000000000217,TXN00000217,clean,exact 1:1:1
INV-2026-000262,setl_000000000218,TXN00000218,clean,exact 1:1:1
INV-2026-000263,setl_000000000219,TXN00000219,clean,exact 1:1:1
INV-2026-000264,setl_000000000220,TXN00000220,clean,exact 1:1:1
INV-2026-000265,setl_000000000221,TXN00000221,clean,exact 1:1:1
INV-2026-000266,setl_000000000222,TXN00000222,clean,exact 1:1:1
INV-2026-000267,setl_000000000223,TXN00000223,clean,exact 1:1:1
INV-2026-000268,setl_000000000224,TXN00000224,clean,exact 1:1:1
INV-2026-000269,setl_000000000225,TXN00000225,clean,exact 1:1:1
INV-2026-000270,setl_000000000226,TXN00000226,clean,exact 1:1:1
INV-2026-000271,setl_000000000227,TXN00000227,clean,exact 1:1:1
INV-2026-000272,setl_000000000228,TXN00000228,clean,exact 1:1:1
INV-2026-000273,setl_000000000229,TXN00000229,clean,exact 1:1:1
INV-2026-000274,setl_000000000230,TXN00000230,clean,exact 1:1:1
INV-2026-000275,setl_000000000231,TXN00000231,clean,exact 1:1:1
INV-2026-000276,setl_000000000232,TXN00000232,clean,exact 1:1:1
INV-2026-000277,setl_000000000233,TXN00000233,clean,exact 1:1:1
INV-2026-000278,setl_000000000234,TXN00000234,clean,exact 1:1:1
INV-2026-000279,setl_000000000235,TXN00000235,clean,exact 1:1:1
INV-2026-000280,setl_000000000236,TXN00000236,clean,exact 1:1:1
INV-2026-000281,setl_000000000237,TXN00000237,clean,exact 1:1:1
INV-2026-000282,setl_000000000238,TXN00000238,clean,exact 1:1:1
INV-2026-000283,setl_000000000239,TXN00000239,clean,exact 1:1:1
INV-2026-000284,setl_000000000240,TXN00000240,clean,exact 1:1:1
INV-2026-000285,setl_000000000241,TXN00000241,clean,exact 1:1:1
INV-2026-000286,setl_000000000242,TXN00000242,clean,exact 1:1:1
INV-2026-000287,setl_000000000243,TXN00000243,clean,exact 1:1:1
INV-2026-000288,setl_000000000244,TXN00000244,clean,exact 1:1:1
INV-2026-000289,setl_000000000245,TXN00000245,clean,exact 1:1:1
INV-2026-000290,setl_000000000246,TXN00000246,clean,exact 1:1:1
INV-2026-000291,setl_000000000247,TXN00000247,clean,exact 1:1:1
INV-2026-000292,setl_000000000248,TXN00000248,clean,exact 1:1:1
INV-2026-000293,setl_000000000249,TXN00000249,clean,exact 1:1:1
INV-2026-000294,setl_000000000250,TXN00000250,clean,exact 1:1:1
INV-2026-000295,setl_000000000251,TXN00000251,clean,exact 1:1:1
INV-2026-000296,setl_000000000252,TXN00000252,clean,exact 1:1:1
INV-2026-000297,setl_000000000253,TXN00000253,clean,exact 1:1:1
INV-2026-000298,setl_000000000254,TXN00000254,clean,exact 1:1:1
INV-2026-000299,setl_000000000255,TXN00000255,clean,exact 1:1:1
INV-2026-000300,setl_000000000256,TXN00000256,clean,exact 1:1:1
INV-2026-000301,setl_000000000257,TXN00000257,clean,exact 1:1:1
INV-2026-000302,setl_000000000258,TXN00000258,clean,exact 1:1:1
INV-2026-000303,setl_000000000259,TXN00000259,clean,exact 1:1:1
INV-2026-000304,setl_000000000260,TXN00000260,clean,exact 1:1:1
INV-2026-000305,setl_000000000261,TXN00000261,clean,exact 1:1:1
INV-2026-000306,setl_000000000262,TXN00000262,clean,exact 1:1:1
INV-2026-000307,setl_000000000263,TXN00000263,clean,exact 1:1:1
INV-2026-000308,setl_000000000264,TXN00000264,clean,exact 1:1:1
INV-2026-000309,setl_000000000265,TXN00000265,clean,exact 1:1:1
INV-2026-000310,setl_000000000266,TXN00000266,clean,exact 1:1:1
INV-2026-000311,setl_000000000267,TXN00000267,clean,exact 1:1:1
INV-2026-000312,setl_000000000268,TXN00000268,clean,exact 1:1:1
INV-2026-000313,setl_000000000269,TXN00000269,clean,exact 1:1:1
INV-2026-000314,setl_000000000270,TXN00000270,clean,exact 1:1:1
INV-2026-000315,setl_000000000271,TXN00000271,clean,exact 1:1:1
INV-2026-000316,setl_000000000272,TXN00000272,clean,exact 1:1:1
INV-2026-000317,setl_000000000273,TXN00000273,clean,exact 1:1:1
INV-2026-000318,setl_000000000274,TXN00000274,clean,exact 1:1:1
INV-2026-000319,setl_000000000275,TXN00000275,clean,exact 1:1:1
INV-2026-000320,setl_000000000276,TXN00000276,clean,exact 1:1:1
INV-2026-000321,setl_000000000277,TXN00000277,clean,exact 1:1:1
INV-2026-000322,setl_000000000278,TXN00000278,clean,exact 1:1:1
INV-2026-000323,setl_000000000279,TXN00000279,clean,exact 1:1:1
INV-2026-000324,setl_000000000280,TXN00000280,clean,exact 1:1:1
INV-2026-000325,setl_000000000281,TXN00000281,clean,exact 1:1:1
INV-2026-000326,setl_000000000282,TXN00000282,clean,exact 1:1:1
INV-2026-000327,setl_000000000283,TXN00000283,clean,exact 1:1:1
INV-2026-000328,setl_000000000284,TXN00000284,clean,exact 1:1:1
INV-2026-000329,setl_000000000285,TXN00000285,clean,exact 1:1:1
INV-2026-000330,setl_000000000286,TXN00000286,clean,exact 1:1:1
INV-2026-000331,setl_000000000287,TXN00000287,clean,exact 1:1:1
INV-2026-000332,setl_000000000288,TXN00000288,clean,exact 1:1:1
INV-2026-000333,setl_000000000289,TXN00000289,clean,exact 1:1:1
INV-2026-000334,setl_000000000290,TXN00000290,clean,exact 1:1:1
INV-2026-000335,setl_000000000291,TXN00000291,clean,exact 1:1:1
INV-2026-000336,setl_000000000292,TXN00000292,date_skew,bank later by 1d
INV-2026-000337,setl_000000000293,TXN00000293,date_skew,bank later by 3d
INV-2026-000338,setl_000000000294,TXN00000294,date_skew,bank later by 3d
INV-2026-000339,setl_000000000295,TXN00000295,date_skew,bank later by 2d
INV-2026-000340,setl_000000000296,TXN00000296,date_skew,bank later by 3d
INV-2026-000341,setl_000000000297,TXN00000297,date_skew,bank later by 1d
INV-2026-000342,setl_000000000298,TXN00000298,date_skew,bank later by 2d
INV-2026-000343,setl_000000000299,TXN00000299,date_skew,bank later by 3d
INV-2026-000344,setl_000000000300,TXN00000300,date_skew,bank later by 1d
INV-2026-000345,setl_000000000301,TXN00000301,date_skew,bank later by 1d
INV-2026-000346,setl_000000000302,TXN00000302,date_skew,bank later by 3d
INV-2026-000347,setl_000000000303,TXN00000303,date_skew,bank later by 3d
INV-2026-000348,setl_000000000304,TXN00000304,date_skew,bank later by 2d
INV-2026-000349,setl_000000000305,TXN00000305,date_skew,bank later by 3d
INV-2026-000350,setl_000000000306,TXN00000306,date_skew,bank later by 3d
INV-2026-000351,setl_000000000307,TXN00000307,duplicate_utr,UTR 300000000307 reused
INV-2026-000352,setl_000000000308,TXN00000308,duplicate_utr,UTR 300000000307 reused
INV-2026-000353,setl_000000000309,TXN00000309,duplicate_utr,UTR 300000000308 reused
INV-2026-000354,setl_000000000310,TXN00000310,duplicate_utr,UTR 300000000308 reused
INV-2026-000355,setl_000000000311,TXN00000311,duplicate_utr,UTR 300000000309 reused
INV-2026-000356,setl_000000000312,TXN00000312,duplicate_utr,UTR 300000000309 reused
INV-2026-000357,setl_000000000313,TXN00000313,duplicate_utr,UTR 300000000310 reused
INV-2026-000358,setl_000000000314,TXN00000314,duplicate_utr,UTR 300000000310 reused
INV-2026-000359,setl_000000000315,TXN00000315,duplicate_utr,UTR 300000000311 reused
INV-2026-000360,setl_000000000316,TXN00000316,duplicate_utr,UTR 300000000311 reused
INV-2026-000361,setl_000000000317,TXN00000317,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000362,setl_000000000318,TXN00000318,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000363,setl_000000000319,TXN00000319,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000364,setl_000000000320,TXN00000320,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000365,setl_000000000321,TXN00000321,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000366,setl_000000000322,TXN00000322,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000367,setl_000000000323,TXN00000323,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000368,setl_000000000324,TXN00000324,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000369,setl_000000000325,TXN00000325,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000370,setl_000000000326,TXN00000326,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000371,setl_000000000327,TXN00000327,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000372,setl_000000000328,TXN00000328,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000373,setl_000000000329,TXN00000329,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000374,setl_000000000330,TXN00000330,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000375,setl_000000000331,TXN00000331,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000376,setl_000000000332,TXN00000332,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000377,setl_000000000333,TXN00000333,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000378,setl_000000000334,TXN00000334,fee_deducted,fee 2% + GST 18% on fee
