entity_id,type,payment_id,order_id,order_receipt,settlement_id,settlement_utr,amount,fee,tax,debit,credit,net_amount,currency,method,created_at,settled_at
pay_000000000013,payment,pay_000000000013,order_000000000013,INV-2026-000013,setl_000000000003,300000000003,23324500,466490,83968,0,22774042,22774042,INR,wallet,1781695800,1781868600
pay_000000000014,payment,pay_000000000014,order_000000000014,INV-2026-000014,setl_000000000003,300000000003,43360799,867216,156099,0,42337484,42337484,INR,netbanking,1781868600,1781868600
pay_000000000015,payment,pay_000000000015,order_000000000015,INV-2026-000015,setl_000000000004,300000000004,46259925,925199,166536,0,45168190,45168190,INR,wallet,1782473400,1782559800
pay_000000000016,payment,pay_000000000016,order_000000000016,INV-2026-000016,setl_000000000004,300000000004,41936300,838726,150971,0,40946603,40946603,INR,upi,1782473400,1782559800
pay_000000000017,payment,pay_000000000017,order_000000000017,INV-2026-000017,setl_000000000004,300000000004,45076899,901538,162277,0,44013084,44013084,INR,card,1782473400,1782559800
pay_000000000018,payment,pay_000000000018,order_000000000018,INV-2026-000018,setl_000000000004,300000000004,35663700,713274,128389,0,34822037,34822037,INR,netbanking,1782387000,1782559800
pay_000000000019,payment,pay_000000000019,order_000000000019,INV-2026-000019,setl_000000000004,300000000004,684525,13691,2464,0,668370,668370,INR,netbanking,1782559800,1782559800
pay_000000000020,payment,pay_000000000020,order_000000000020,INV-2026-000020,setl_000000000005,300000000005,37886700,757734,136392,0,36992574,36992574,INR,card,1787916600,1787916600
pay_000000000021,payment,pay_000000000021,order_000000000021,INV-2026-000021,setl_000000000005,300000000005,20209300,404186,72753,0,19732361,19732361,INR,upi,1787830200,1787916600
pay_000000000022,payment,pay_000000000022,order_000000000022,INV-2026-000022,setl_000000000005,300000000005,46369550,927391,166930,0,45275229,45275229,INR,netbanking,1787830200,1787916600
pay_000000000023,payment,pay_000000000023,order_000000000023,INV-2026-000023,setl_000000000005,300000000005,3753025,75061,13511,0,3664453,3664453,INR,netbanking,1787830200,1787916600
pay_000000000024,payment,pay_000000000024,order_000000000024,INV-2026-000024,setl_000000000006,300000000006,17760400,355208,63937,0,17341255,17341255,INR,upi,1784374200,1784460600
pay_000000000025,payment,pay_000000000025,order_000000000025,INV-2026-000025,setl_000000000006,300000000006,35073200,701464,126264,0,34245472,34245472,INR,netbanking,1784287800,1784460600
pay_000000000026,payment,pay_000000000026,order_000000000026,INV-2026-000026,setl_000000000006,300000000006,44688300,893766,160878,0,43633656,43633656,INR,card,1784287800,1784460600
pay_000000000027,payment,pay_000000000027,order_000000000027,INV-2026-000027,setl_000000000006,300000000006,41492175,829844,149372,0,40512959,40512959,INR,wallet,1784374200,1784460600
pay_000000000028,payment,pay_000000000028,order_000000000028,INV-2026-000028,setl_000000000006,300000000006,39055499,781110,140600,0,38133789,38133789,INR,card,1784287800,1784460600
pay_000000000029,payment,pay_000000000029,order_000000000029,INV-2026-000029,setl_000000000007,300000000007,39346999,786940,141649,0,38418410,38418410,INR,wallet,1782991800,1783164600
pay_000000000030,payment,pay_000000000030,order_000000000030,INV-2026-000030,setl_000000000007,300000000007,24637925,492759,88697,0,24056469,24056469,INR,netbanking,1782991800,1783164600
pay_000000000031,payment,pay_000000000031,order_000000000031,INV-2026-000031,setl_000000000007,300000000007,10600675,212014,38163,0,10350498,10350498,INR,upi,1783164600,1783164600
pay_000000000032,payment,pay_000000000032,order_000000000032,INV-2026-000032,setl_000000000007,300000000007,42377300,847546,152558,0,41377196,41377196,INR,upi,1783164600,1783164600
pay_000000000033,payment,pay_000000000033,order_000000000033,INV-2026-000033,setl_000000000007,300000000007,3157250,63145,11366,0,3082739,3082739,INR,netbanking,1783078200,1783164600
pay_000000000034,payment,pay_000000000034,order_000000000034,INV-2026-000034,setl_000000000008,300000000008,13215900,264318,47577,0,12904005,12904005,INR,wallet,1784201400,1784287800
pay_000000000035,payment,pay_000000000035,order_000000000035,INV-2026-000035,setl_000000000008,300000000008,30124099,602482,108447,0,29413170,29413170,INR,wallet,1784115000,1784287800
pay_000000000036,payment,pay_000000000036,order_000000000036,INV-2026-000036,setl_000000000008,300000000008,9729399,194588,35026,0,9499785,9499785,INR,wallet,1784201400,1784287800
pay_000000000037,payment,pay_000000000037,order_000000000037,INV-2026-000037,setl_000000000008,300000000008,34965700,699314,125877,0,34140509,34140509,INR,card,1784287800,1784287800
pay_000000000038,payment,pay_000000000038,order_000000000038,INV-2026-000038,setl_000000000008,300000000008,24210525,484211,87158,0,23639156,23639156,INR,upi,1784287800,1784287800
pay_000000000039,payment,pay_000000000039,order_000000000039,INV-2026-000039,setl_000000000009,300000000009,2603800,52076,9374,0,2542350,2542350,INR,card,1780486200,1780659000
pay_000000000040,payment,pay_000000000040,order_000000000040,INV-2026-000040,setl_000000000009,300000000009,29211999,584240,105163,0,28522596,28522596,INR,card,1780572600,1780659000
pay_000000000041,payment,pay_000000000041,order_000000000041,INV-2026-000041,setl_000000000010,300000000010,42840025,856801,154224,0,41829000,41829000,INR,upi,1787484600,1787484600
pay_000000000042,payment,pay_000000000042,order_000000000042,INV-2026-000042,setl_000000000010,300000000010,38097600,761952,137151,0,37198497,37198497,INR,card,1787484600,1787484600
pay_000000000043,payment,pay_000000000043,order_000000000043,INV-2026-000043,setl_000000000010,300000000010,28690600,573812,103286,0,28013502,28013502,INR,wallet,1787484600,1787484600
pay_000000000044,payment,pay_000000000044,order_000000000044,INV-2026-000044,setl_000000000011,300000000011,27428075,548562,98741,0,26780772,26780772,INR,card,1787398200,1787398200
pay_000000000045,payment,pay_000000000045,order_000000000045,INV-2026-000045,setl_000000000011,300000000011,19857175,397144,71486,0,19388545,19388545,INR,card,1787398200,1787398200
pay_000000000046,payment,pay_000000000046,order_000000000046,INV-2026-000046,setl_000000000011,300000000011,29813950,596279,107330,0,29110341,29110341,INR,upi,1787225400,1787398200
pay_000000000047,payment,pay_000000000047,order_000000000047,INV-2026-000047,setl_000000000012,300000000012,22513199,450264,81048,0,21981887,21981887,INR,upi,1785756600,1785756600
pay_000000000048,payment,pay_000000000048,order_000000000048,INV-2026-000048,setl_000000000012,300000000012,18646200,372924,67126,0,18206150,18206150,INR,netbanking,1785583800,1785756600
pay_000000000049,payment,pay_000000000049,order_000000000049,INV-2026-000049,setl_000000000012,300000000012,44485200,889704,160147,0,43435349,43435349,INR,netbanking,1785583800,1785756600
pay_000000000050,payment,pay_000000000050,order_000000000050,INV-2026-000050,setl_000000000012,300000000012,42330799,846616,152391,0,41331792,41331792,INR,wallet,1785756600,1785756600
pay_000000000051,payment,pay_000000000051,order_000000000051,INV-2026-000051,setl_000000000013,300000000013,12775475,255510,45992,0,12473973,12473973,INR,card,1782559800,1782646200
pay_000000000052,payment,pay_000000000052,order_000000000052,INV-2026-000052,setl_000000000013,300000000013,44326525,886531,159576,0,43280418,43280418,INR,wallet,1782646200,1782646200
pay_000000000053,payment,pay_000000000053,order_000000000053,INV-2026-000053,setl_000000000013,300000000013,326425,6529,1175,0,318721,318721,INR,card,1782646200,1782646200
pay_000000000054,payment,pay_000000000054,order_000000000054,INV-2026-000054,setl_000000000013,300000000013,7007700,140154,25228,0,6842318,6842318,INR,netbanking,1782473400,1782646200
pay_000000000055,payment,pay_000000000055,order_000000000055,INV-2026-000055,setl_000000000013,300000000013,3312300,66246,11924,0,3234130,3234130,INR,wallet,1782646200,1782646200
pay_000000000056,payment,pay_000000000056,order_000000000056,INV-2026-000056,setl_000000000014,300000000014,37611199,752224,135400,0,36723575,36723575,INR,wallet,1782559800,1782559800
pay_000000000057,payment,pay_000000000057,order_000000000057,INV-2026-000057,setl_000000000014,300000000014,32154200,643084,115755,0,31395361,31395361,INR,card,1782559800,1782559800
pay_000000000058,payment,pay_000000000058,order_000000000058,INV-2026-000058,setl_000000000014,300000000014,25025575,500512,90092,0,24434971,24434971,INR,card,1782559800,1782559800
pay_000000000059,payment,pay_000000000059,order_000000000059,INV-2026-000059,setl_000000000015,300000000015,3358600,67172,12091,0,3279337,3279337,INR,upi,1785065400,1785065400
pay_000000000060,payment,pay_000000000060,order_000000000060,INV-2026-000060,setl_000000000015,300000000015,34862400,697248,125505,0,34039647,34039647,INR,netbanking,1785065400,1785065400
pay_000000000061,payment,pay_000000000061,order_000000000061,INV-2026-000061,setl_000000000016,300000000016,18709500,0,0,0,18709500,18709500,INR,upi,1781868600,1782041400
pay_000000000062,payment,pay_000000000062,order_000000000062,INV-2026-000062,setl_000000000017,300000000017,33917100,0,0,0,33917100,33917100,INR,wallet,1785065400,1785065400
pay_000000000063,payment,pay_000000000063,order_000000000063,INV-2026-000063,setl_000000000018,300000000018,48875600,0,0,0,48875600,48875600,INR,netbanking,1782732600,1782819000
pay_000000000064,payment,pay_000000000064,order_000000000064,INV-2026-000064,setl_000000000019,300000000019,40185399,0,0,0,40185399,40185399,INR,netbanking,1785151800,1785238200
pay_000000000065,payment,pay_000000000065,order_000000000065,INV-2026-000065,setl_000000000020,300000000020,36617900,0,0,0,36617900,36617900,INR,upi,1780831800,1781004600
pay_000000000066,payment,pay_000000000066,order_000000000066,INV-2026-000066,setl_000000000021,300000000021,22629499,0,0,0,22629499,22629499,INR,card,1783423800,1783423800
pay_000000000067,payment,pay_000000000067,order_000000000067,INV-2026-000067,setl_000000000022,300000000022,38247700,0,0,0,38247700,38247700,INR,upi,1780659000,1780831800
pay_000000000068,payment,pay_000000000068,order_000000000068,INV-2026-000068,setl_000000000023,300000000023,10078500,0,0,0,10078500,10078500,INR,card,1785929400,1785929400
pay_000000000069,payment,pay_000000000069,order_000000000069,INV-2026-000069,setl_000000000024,300000000024,4486100,0,0,0,4486100,4486100,INR,card,1782387000,1782387000
pay_000000000070,payment,pay_000000000070,order_000000000070,INV-2026-000070,setl_000000000025,300000000025,21308300,0,0,0,21308300,21308300,INR,wallet,1785843000,1785843000
pay_000000000071,payment,pay_000000000071,order_000000000071,INV-2026-000071,setl_000000000026,300000000026,31753100,0,0,0,31753100,31753100,INR,netbanking,1786447800,1786447800
pay_000000000072,payment,pay_000000000072,order_000000000072,INV-2026-000072,setl_000000000027,300000000027,1826175,0,0,0,1826175,1826175,INR,card,1784028600,1784115000
pay_000000000073,payment,pay_000000000073,order_000000000073,INV-2026-000073,setl_000000000028,300000000028,3409000,0,0,0,3409000,3409000,INR,upi,1787830200,1787830200
pay_000000000074,payment,pay_000000000074,order_000000000074,INV-2026-000074,setl_000000000029,300000000029,7566700,0,0,0,7566700,7566700,INR,card,1784806200,1784979000
pay_000000000075,payment,pay_000000000075,order_000000000075,INV-2026-000075,setl_000000000030,300000000030,6751350,0,0,0,6751350,6751350,INR,card,1781004600,1781091000
pay_000000000076,payment,pay_000000000076,order_000000000076,INV-2026-000076,setl_000000000031,300000000031,38278700,0,0,0,38278700,38278700,INR,card,1786966200,1786966200
pay_000000000077,payment,pay_000000000077,order_000000000077,INV-2026-000077,setl_000000000032,300000000032,29962350,0,0,0,29962350,29962350,INR,card,1784374200,1784460600
pay_000000000078,payment,pay_000000000078,order_000000000078,INV-2026-000078,setl_000000000033,300000000033,44183900,0,0,0,44183900,44183900,INR,wallet,1784547000,1784719800
pay_000000000079,payment,pay_000000000079,order_000000000079,INV-2026-000079,setl_000000000034,300000000034,16975050,0,0,0,16975050,16975050,INR,card,1784201400,1784287800
pay_000000000080,payment,pay_000000000080,order_000000000080,INV-2026-000080,setl_000000000035,300000000035,41810550,0,0,0,41810550,41810550,INR,upi,1782646200,1782819000
pay_000000000081,payment,pay_000000000081,order_000000000081,INV-2026-000081,setl_000000000036,300000000036,12917575,0,0,0,12917575,12917575,INR,netbanking,1784806200,1784806200
pay_000000000082,payment,pay_000000000082,order_000000000082,INV-2026-000082,setl_000000000037,300000000037,38725200,0,0,0,38725200,38725200,INR,wallet,1787139000,1787139000
pay_000000000083,payment,pay_000000000083,order_000000000083,INV-2026-000083,setl_000000000038,300000000038,32325350,0,0,0,32325350,32325350,INR,upi,1781350200,1781436600
pay_000000000084,payment,pay_000000000084,order_000000000084,INV-2026-000084,setl_000000000039,300000000039,6723425,0,0,0,6723425,6723425,INR,card,1782387000,1782387000
pay_000000000085,payment,pay_000000000085,order_000000000085,INV-2026-000085,setl_000000000040,300000000040,43546000,0,0,0,43546000,43546000,INR,card,1784115000,1784201400
pay_000000000086,payment,pay_000000000086,order_000000000086,INV-2026-000086,setl_000000000041,300000000041,34384600,0,0,0,34384600,34384600,INR,wallet,1787398200,1787484600
pay_000000000087,payment,pay_000000000087,order_000000000087,INV-2026-000087,setl_000000000042,300000000042,35442800,0,0,0,35442800,35442800,INR,netbanking,1783769400,1783942200
pay_000000000088,payment,pay_000000000088,order_000000000088,INV-2026-000088,setl_000000000043,300000000043,11679899,0,0,0,11679899,11679899,INR,card,1782991800,1782991800
pay_000000000089,payment,pay_000000000089,order_000000000089,INV-2026-000089,setl_000000000044,300000000044,46129575,0,0,0,46129575,46129575,INR,upi,1786707000,1786879800
pay_000000000090,payment,pay_000000000090,order_000000000090,INV-2026-000090,setl_000000000045,300000000045,22728000,0,0,0,22728000,22728000,INR,card,1786879800,1786879800
pay_000000000091,payment,pay_000000000091,order_000000000091,INV-2026-000091,setl_000000000046,300000000046,49470800,0,0,0,49470800,49470800,INR,upi,1783423800,1783596600
pay_000000000092,payment,pay_000000000092,order_000000000092,INV-2026-000092,setl_000000000047,300000000047,9008100,0,0,0,9008100,9008100,INR,upi,1782991800,1782991800
pay_000000000093,payment,pay_000000000093,order_000000000093,INV-2026-000093,setl_000000000048,300000000048,16911000,0,0,0,16911000,16911000,INR,netbanking,1784201400,1784201400
pay_000000000094,payment,pay_000000000094,order_000000000094,INV-2026-000094,setl_000000000049,300000000049,6590600,0,0,0,6590600,6590600,INR,upi,1782041400,1782127800
pay_000000000095,payment,pay_000000000095,order_000000000095,INV-2026-000095,setl_000000000050,300000000050,35664125,0,0,0,35664125,35664125,INR,netbanking,1785324600,1785497400
pay_000000000096,payment,pay_000000000096,order_000000000096,INV-2026-000096,setl_000000000051,300000000051,45625675,0,0,0,45625675,45625675,INR,card,1781004600,1781004600
pay_000000000097,payment,pay_000000000097,order_000000000097,INV-2026-000097,setl_000000000052,300000000052,49867800,0,0,0,49867800,49867800,INR,netbanking,1787225400,1787311800
pay_000000000098,payment,pay_000000000098,order_000000000098,INV-2026-000098,setl_000000000053,300000000053,25044500,0,0,0,25044500,25044500,INR,wallet,1787398200,1787484600
pay_000000000099,payment,pay_000000000099,order_000000000099,INV-2026-000099,setl_000000000054,300000000054,20501499,0,0,0,20501499,20501499,INR,card,1785929400,1786102200
pay_000000000100,payment,pay_000000000100,order_000000000100,INV-2026-000100,setl_000000000055,300000000055,254525,0,0,0,254525,254525,INR,netbanking,1781177400,1781263800
pay_000000000101,payment,pay_000000000101,order_000000000101,INV-2026-000101,setl_000000000056,300000000056,43035375,0,0,0,43035375,43035375,INR,upi,1785411000,1785497400
pay_000000000102,payment,pay_000000000102,order_000000000102,INV-2026-000102,setl_000000000057,300000000057,41249750,0,0,0,41249750,41249750,INR,upi,1781868600,1781868600
pay_000000000103,payment,pay_000000000103,order_000000000103,INV-2026-000103,setl_000000000058,300000000058,32650225,0,0,0,32650225,32650225,INR,wallet,1780745400,1780745400
pay_000000000104,payment,pay_000000000104,order_000000000104,INV-2026-000104,setl_000000000059,300000000059,16516250,0,0,0,16516250,16516250,INR,netbanking,1787484600,1787657400
pay_000000000105,payment,pay_000000000105,order_000000000105,INV-2026-000105,setl_000000000060,300000000060,24208500,0,0,0,24208500,24208500,INR,card,1787139000,1787225400
pay_000000000106,payment,pay_000000000106,order_000000000106,INV-2026-000106,setl_000000000061,300000000061,17325500,0,0,0,17325500,17325500,INR,netbanking,1782387000,1782559800
pay_000000000107,payment,pay_000000000107,order_000000000107,INV-2026-000107,setl_000000000062,300000000062,6248650,0,0,0,6248650,6248650,INR,wallet,1785843000,1785843000
pay_000000000108,payment,pay_000000000108,order_000000000108,INV-2026-000108,setl_000000000063,300000000063,29796399,0,0,0,29796399,29796399,INR,wallet,1783683000,1783683000
pay_000000000109,payment,pay_000000000109,order_000000000109,INV-2026-000109,setl_000000000064,300000000064,30389275,0,0,0,30389275,30389275,INR,card,1782127800,1782300600
pay_000000000110,payment,pay_000000000110,order_000000000110,INV-2026-000110,setl_000000000065,300000000065,32321099,0,0,0,32321099,32321099,INR,upi,1785065400,1785238200
pay_000000000111,payment,pay_000000000111,order_000000000111,INV-2026-000111,setl_000000000066,300000000066,11275399,0,0,0,11275399,11275399,INR,card,1786793400,1786879800
pay_000000000112,payment,pay_000000000112,order_000000000112,INV-2026-000112,setl_000000000067,300000000067,46673025,0,0,0,46673025,46673025,INR,wallet,1787311800,1787484600
pay_000000000113,payment,pay_000000000113,order_000000000113,INV-2026-000113,setl_000000000068,300000000068,30574200,0,0,0,30574200,30574200,INR,netbanking,1781091000,1781177400
pay_000000000114,payment,pay_000000000114,order_000000000114,INV-2026-000114,setl_000000000069,300000000069,47191075,0,0,0,47191075,47191075,INR,netbanking,1782819000,1782819000
pay_000000000115,payment,pay_000000000115,order_000000000115,INV-2026-000115,setl_000000000070,300000000070,46583725,0,0,0,46583725,46583725,INR,netbanking,1784806200,1784806200
pay_000000000116,payment,pay_000000000116,order_000000000116,INV-2026-000116,setl_000000000071,300000000071,30454075,0,0,0,30454075,30454075,INR,netbanking,1786447800,1786534200
pay_000000000117,payment,pay_000000000117,order_000000000117,INV-2026-000117,setl_000000000072,300000000072,40251450,0,0,0,40251450,40251450,INR,card,1781609400,1781695800
pay_000000000118,payment,pay_000000000118,order_000000000118,INV-2026-000118,setl_000000000073,300000000073,12758075,0,0,0,12758075,12758075,INR,netbanking,1783164600,1783337400
pay_000000000119,payment,pay_000000000119,order_000000000119,INV-2026-000119,setl_000000000074,300000000074,7974100,0,0,0,7974100,7974100,INR,netbanking,1782300600,1782300600
pay_000000000120,payment,pay_000000000120,order_000000000120,INV-2026-000120,setl_000000000075,300000000075,17697225,0,0,0,17697225,17697225,INR,upi,1780313400,1780399800
pay_000000000121,payment,pay_000000000121,order_000000000121,INV-2026-000121,setl_000000000076,300000000076,45124300,0,0,0,45124300,45124300,INR,card,1786707000,1786879800
pay_000000000122,payment,pay_000000000122,order_000000000122,INV-2026-000122,setl_000000000077,300000000077,2837850,0,0,0,2837850,2837850,INR,netbanking,1784460600,1784547000
pay_000000000123,payment,pay_000000000123,order_000000000123,INV-2026-000123,setl_000000000078,300000000078,9267300,0,0,0,9267300,9267300,INR,upi,1784719800,1784892600
pay_000000000124,payment,pay_000000000124,order_000000000124,INV-2026-000124,setl_000000000079,300000000079,30900175,0,0,0,30900175,30900175,INR,wallet,1786275000,1786275000
pay_000000000125,payment,pay_000000000125,order_000000000125,INV-2026-000125,setl_000000000080,300000000080,29996675,0,0,0,29996675,29996675,INR,upi,1784547000,1784547000
pay_000000000126,payment,pay_000000000126,order_000000000126,INV-2026-000126,setl_000000000081,300000000081,36367075,0,0,0,36367075,36367075,INR,netbanking,1784460600,1784633400
pay_000000000127,payment,pay_000000000127,order_000000000127,INV-2026-000127,setl_000000000082,300000000082,10003900,0,0,0,10003900,10003900,INR,wallet,1781782200,1781868600
pay_000000000128,payment,pay_000000000128,order_000000000128,INV-2026-000128,setl_000000000083,300000000083,31811225,0,0,0,31811225,31811225,INR,wallet,1785583800,1785756600
pay_000000000129,payment,pay_000000000129,order_000000000129,INV-2026-000129,setl_000000000084,300000000084,21497400,0,0,0,21497400,21497400,INR,upi,1785324600,1785324600
pay_000000000130,payment,pay_000000000130,order_000000000130,INV-2026-000130,setl_000000000085,300000000085,36232200,0,0,0,36232200,36232200,INR,netbanking,1785670200,1785843000
pay_000000000131,payment,pay_000000000131,order_000000000131,INV-2026-000131,setl_000000000086,300000000086,12097675,0,0,0,12097675,12097675,INR,upi,1786188600,1786275000
pay_000000000132,payment,pay_000000000132,order_000000000132,INV-2026-000132,setl_000000000087,300000000087,22077850,0,0,0,22077850,22077850,INR,upi,1781523000,1781609400
pay_000000000133,payment,pay_000000000133,order_000000000133,INV-2026-000133,setl_000000000088,300000000088,31546975,0,0,0,31546975,31546975,INR,wallet,1784806200,1784806200
pay_000000000134,payment,pay_000000000134,order_000000000134,INV-2026-000134,setl_000000000089,300000000089,973775,0,0,0,973775,973775,INR,upi,1784547000,1784633400
pay_000000000135,payment,pay_000000000135,order_000000000135,INV-2026-000135,setl_000000000090,300000000090,20620600,0,0,0,20620600,20620600,INR,wallet,1782473400,1782559800
pay_000000000136,payment,pay_000000000136,order_000000000136,INV-2026-000136,setl_000000000091,300000000091,41976200,0,0,0,41976200,41976200,INR,netbanking,1781091000,1781177400
pay_000000000137,payment,pay_000000000137,order_000000000137,INV-2026-000137,setl_000000000092,300000000092,28544200,0,0,0,28544200,28544200,INR,upi,1781695800,1781868600
pay_000000000138,payment,pay_000000000138,order_000000000138,INV-2026-000138,setl_000000000093,300000000093,43455625,0,0,0,43455625,43455625,INR,card,1782127800,1782300600
pay_000000000139,payment,pay_000000000139,order_000000000139,INV-2026-000139,setl_000000000094,300000000094,19015799,0,0,0,19015799,19015799,INR,card,1787916600,1787916600
pay_000000000140,payment,pay_000000000140,order_000000000140,INV-2026-000140,setl_000000000095,300000000095,9953800,0,0,0,9953800,9953800,INR,netbanking,1786275000,1786275000
pay_000000000141,payment,pay_000000000141,order_000000000141,INV-2026-000141,setl_000000000096,300000000096,18203450,0,0,0,18203450,18203450,INR,card,1785065400,1785238200
pay_000000000142,payment,pay_000000000142,order_000000000142,INV-2026-000142,setl_000000000097,300000000097,11714700,0,0,0,11714700,11714700,INR,netbanking,1787484600,1787484600
pay_000000000143,payment,pay_000000000143,order_000000000143,INV-2026-000143,setl_000000000098,300000000098,28757900,0,0,0,28757900,28757900,INR,card,1787743800,1787830200
pay_000000000144,payment,pay_000000000144,order_000000000144,INV-2026-000144,setl_000000000099,300000000099,46368250,0,0,0,46368250,46368250,INR,netbanking,1783078200,1783251000
pay_000000000145,payment,pay_000000000145,order_000000000145,INV-2026-000145,setl_000000000100,300000000100,27589725,0,0,0,27589725,27589725,INR,upi,1787225400,1787311800
pay_000000000146,payment,pay_000000000146,order_000000000146,INV-2026-000146,setl_000000000101,300000000101,23327325,0,0,0,23327325,23327325,INR,upi,1786015800,1786015800
pay_000000000147,payment,pay_000000000147,order_000000000147,INV-2026-000147,setl_000000000102,300000000102,9334200,0,0,0,9334200,9334200,INR,card,1785756600,1785756600
pay_000000000148,payment,pay_000000000148,order_000000000148,INV-2026-000148,setl_000000000103,300000000103,19202950,0,0,0,19202950,19202950,INR,card,1782473400,1782473400
pay_000000000149,payment,pay_000000000149,order_000000000149,INV-2026-000149,setl_000000000104,300000000104,46650899,0,0,0,46650899,46650899,INR,wallet,1786102200,1786188600
pay_000000000150,payment,pay_000000000150,order_000000000150,INV-2026-000150,setl_000000000105,300000000105,48136375,0,0,0,48136375,48136375,INR,card,1780659000,1780831800
pay_000000000151,payment,pay_000000000151,order_000000000151,INV-2026-000151,setl_000000000106,300000000106,23942700,0,0,0,23942700,23942700,INR,card,1787484600,1787571000
pay_000000000152,payment,pay_000000000152,order_000000000152,INV-2026-000152,setl_000000000107,300000000107,26004475,0,0,0,26004475,26004475,INR,upi,1782473400,1782646200
pay_000000000153,payment,pay_000000000153,order_000000000153,INV-2026-000153,setl_000000000108,300000000108,3428450,0,0,0,3428450,3428450,INR,netbanking,1786879800,1787052600
pay_000000000154,payment,pay_000000000154,order_000000000154,INV-2026-000154,setl_000000000109,300000000109,36059750,0,0,0,36059750,36059750,INR,wallet,1786620600,1786620600
pay_000000000155,payment,pay_000000000155,order_000000000155,INV-2026-000155,setl_000000000110,300000000110,6211099,0,0,0,6211099,6211099,INR,upi,1787571000,1787571000
pay_000000000156,payment,pay_000000000156,order_000000000156,INV-2026-000156,setl_000000000111,300000000111,15680100,0,0,0,15680100,15680100,INR,card,1781091000,1781263800
pay_000000000157,payment,pay_000000000157,order_000000000157,INV-2026-000157,setl_000000000112,300000000112,31794899,0,0,0,31794899,31794899,INR,netbanking,1784201400,1784201400
pay_000000000158,payment,pay_000000000158,order_000000000158,INV-2026-000158,setl_000000000113,300000000113,46056150,0,0,0,46056150,46056150,INR,netbanking,1781350200,1781350200
pay_000000000159,payment,pay_000000000159,order_000000000159,INV-2026-000159,setl_000000000114,300000000114,3887500,0,0,0,3887500,3887500,INR,upi,1784287800,1784460600
pay_000000000160,payment,pay_000000000160,order_000000000160,INV-2026-000160,setl_000000000115,300000000115,24232250,0,0,0,24232250,24232250,INR,netbanking,1784892600,1784892600
pay_000000000161,payment,pay_000000000161,order_000000000161,INV-2026-000161,setl_000000000116,300000000116,13678225,0,0,0,13678225,13678225,INR,card,1784633400,1784806200
pay_000000000162,payment,pay_000000000162,order_000000000162,INV-2026-000162,setl_000000000117,300000000117,41542999,0,0,0,41542999,41542999,INR,netbanking,1786620600,1786620600
pay_000000000163,payment,pay_000000000163,order_000000000163,INV-2026-000163,setl_000000000118,300000000118,45362600,0,0,0,45362600,45362600,INR,wallet,1787571000,1787743800
pay_000000000164,payment,pay_000000000164,order_000000000164,INV-2026-000164,setl_000000000119,300000000119,34698999,0,0,0,34698999,34698999,INR,card,1785411000,1785411000
pay_000000000165,payment,pay_000000000165,order_000000000165,INV-2026-000165,setl_000000000120,300000000120,9102975,0,0,0,9102975,9102975,INR,wallet,1784460600,1784633400
pay_000000000166,payment,pay_000000000166,order_000000000166,INV-2026-000166,setl_000000000121,300000000121,16600299,0,0,0,16600299,16600299,INR,upi,1783510200,1783596600
